session_id;user_type;traffic_source;pages_viewed;time_on_site;conversion;device_type
SES-20250906-107969;returning;paid;1;16;0;mobile
SES-20250906-107970;returning;email;6;306;1;desktop
SES-20250906-107971;returning;social;3;125;0;desktop
SES-20250906-107972;new;organic;1;49;0;desktop
SES-20250906-107973;new;organic;2;111;0;desktop
SES-20250906-107974;new;organic;6;474;0;desktop
SES-20250906-107975;new;direct;2;51;0;desktop
SES-20250906-107976;new;organic;1;56;0;mobile
SES-20250906-107977;returning;social;2;74;0;mobile
SES-20250906-107978;returning;organic;6;76;1;mobile
SES-20250906-107979;returning;organic;6;498;1;desktop
SES-20250906-107980;new;organic;1;15;0;desktop
SES-20250906-107981;new;organic;1;15;0;desktop
SES-20250906-107982;new;organic;1;51;0;desktop
SES-20250906-107983;returning;paid;5;249;0;mobile
SES-20250906-107984;new;organic;1;36;0;desktop
SES-20250906-107985;new;paid;2;66;0;desktop
SES-20250906-107986;returning;direct;8;552;0;mobile
SES-20250906-107987;returning;direct;3;223;0;desktop
SES-20250906-107988;returning;direct;3;148;0;mobile
SES-20250906-107989;new;direct;3;113;0;desktop
SES-20250906-107990;new;direct;1;92;0;mobile
SES-20250906-107991;new;organic;1;27;0;mobile
SES-20250906-107992;returning;organic;5;351;1;desktop
SES-20250906-107993;returning;organic;2;136;0;mobile
SES-20250906-107994;new;organic;3;152;0;desktop
SES-20250906-107995;returning;email;2;92;0;desktop
SES-20250906-107996;new;paid;1;23;0;mobile
SES-20250906-107997;new;paid;1;36;0;mobile
SES-20250906-107998;returning;direct;3;113;0;mobile
SES-20250906-107999;new;email;6;201;0;desktop
SES-20250906-108000;returning;organic;18;479;0;desktop
SES-20250906-108001;new;organic;3;112;0;mobile
SES-20250906-108002;returning;direct;2;15;0;mobile
SES-20250906-108003;new;paid;4;97;0;mobile
SES-20250906-108004;returning;organic;5;392;0;desktop
SES-20250906-108005;returning;paid;1;51;0;mobile
SES-20250906-108006;new;organic;4;230;0;desktop
SES-20250906-108007;returning;referral;7;294;0;tablet
SES-20250906-108008;returning;direct;1;49;0;desktop
SES-20250906-108009;new;referral;2;129;0;desktop
SES-20250906-108010;returning;paid;2;97;0;mobile
SES-20250906-108011;returning;paid;1;66;0;mobile
SES-20250906-108012;new;direct;1;42;0;tablet
SES-20250906-108013;new;referral;1;59;0;mobile
SES-20250906-108014;returning;direct;3;70;0;mobile
SES-20250906-108015;new;direct;1;20;0;mobile
SES-20250906-108016;returning;direct;1;43;1;desktop
SES-20250906-108017;new;organic;4;104;0;desktop
SES-20250906-108018;returning;paid;8;463;0;mobile
SES-20250906-108019;new;organic;3;120;0;tablet
SES-20250906-108020;new;organic;1;39;0;desktop
SES-20250906-108021;new;organic;3;72;0;desktop
SES-20250906-108022;new;social;1;43;0;desktop
SES-20250906-108023;returning;organic;2;96;0;desktop
SES-20250906-108024;new;organic;1;23;0;desktop
SES-20250906-108025;new;organic;1;63;0;desktop
SES-20250906-108026;new;organic;2;115;0;mobile
SES-20250906-108027;new;direct;6;109;0;mobile
SES-20250906-108028;new;direct;1;15;0;desktop
SES-20250906-108029;new;organic;9;184;0;desktop
SES-20250906-108030;returning;organic;3;67;0;desktop
SES-20250906-108031;returning;organic;3;115;0;mobile
SES-20250906-108032;returning;direct;5;357;0;desktop
SES-20250906-108033;returning;paid;2;61;0;desktop
SES-20250906-108034;new;paid;2;57;0;mobile
SES-20250906-108035;new;organic;1;29;0;desktop
SES-20250906-108036;new;direct;1;48;0;mobile
SES-20250906-108037;returning;referral;7;145;1;mobile
SES-20250906-108038;new;direct;1;76;0;mobile
SES-20250906-108039;returning;direct;4;288;0;desktop
SES-20250906-108040;returning;organic;5;296;0;desktop
SES-20250906-108041;new;organic;1;31;0;desktop
SES-20250906-108042;returning;email;1;21;1;mobile
SES-20250906-108043;new;organic;4;93;0;desktop
SES-20250906-108044;new;paid;3;163;0;mobile
SES-20250906-108045;new;referral;6;219;0;desktop
SES-20250906-108046;new;paid;1;56;0;desktop
SES-20250906-108047;new;organic;2;140;0;desktop
SES-20250906-108048;returning;social;4;195;0;mobile
SES-20250906-108049;returning;paid;2;150;0;mobile
SES-20250906-108050;new;paid;3;172;0;mobile
SES-20250906-108051;new;social;2;116;0;desktop
SES-20250906-108052;returning;organic;4;174;0;desktop
SES-20250906-108053;returning;organic;2;189;0;desktop
SES-20250906-108054;new;direct;1;43;0;desktop
SES-20250906-108055;returning;social;4;98;0;desktop
SES-20250906-108056;returning;social;5;328;0;desktop
SES-20250906-108057;returning;social;3;145;0;mobile
SES-20250906-108058;returning;paid;6;216;0;tablet
SES-20250906-108059;new;paid;1;65;0;mobile
SES-20250906-108060;new;paid;3;165;0;mobile
SES-20250906-108061;new;direct;5;307;0;desktop
SES-20250906-108062;returning;direct;7;227;0;desktop
SES-20250906-108063;new;direct;1;55;0;desktop
SES-20250906-108064;new;organic;1;51;0;mobile
SES-20250906-108065;new;direct;1;71;0;desktop
SES-20250906-108066;new;organic;1;74;0;mobile
SES-20250906-108067;returning;organic;2;85;0;desktop
SES-20250906-108068;new;email;3;50;0;tablet
SES-20250906-108069;new;direct;6;188;0;mobile
SES-20250906-108070;returning;referral;5;226;0;desktop
SES-20250906-108071;returning;organic;2;15;0;desktop
SES-20250906-108072;returning;organic;5;165;0;desktop
SES-20250906-108073;returning;paid;7;267;0;desktop
SES-20250906-108074;new;direct;4;183;0;desktop
SES-20250906-108075;returning;organic;4;135;0;tablet
SES-20250906-108076;returning;organic;6;211;0;desktop
SES-20250906-108077;new;paid;1;22;0;mobile
SES-20250906-108078;returning;organic;7;180;0;desktop
SES-20250906-108079;returning;direct;7;521;0;mobile
SES-20250906-108080;new;paid;2;101;0;mobile
SES-20250906-108081;new;organic;1;47;0;desktop
SES-20250906-108082;returning;paid;1;32;0;mobile
SES-20250906-108083;returning;paid;3;150;0;desktop
SES-20250906-108084;new;organic;1;41;0;desktop
SES-20250906-108085;new;direct;8;294;0;desktop
SES-20250906-108086;new;direct;1;30;0;tablet
SES-20250906-108087;new;organic;1;46;0;desktop
SES-20250906-108088;new;organic;1;34;0;mobile
SES-20250906-108089;new;organic;1;43;0;mobile
SES-20250906-108090;new;organic;3;88;0;mobile
SES-20250906-108091;new;direct;7;15;0;mobile
SES-20250906-108092;new;direct;5;279;0;tablet
SES-20250906-108093;returning;organic;3;15;0;mobile
SES-20250906-108094;returning;organic;5;211;0;desktop
SES-20250906-108095;new;paid;1;15;0;mobile
SES-20250906-108096;new;organic;4;134;1;desktop
SES-20250906-108097;new;direct;1;18;0;desktop
SES-20250906-108098;new;direct;2;100;0;desktop
SES-20250906-108099;new;organic;1;67;0;desktop
SES-20250906-108100;returning;organic;2;124;0;desktop
SES-20250906-108101;returning;organic;2;42;0;mobile
SES-20250906-108102;new;direct;4;135;0;mobile
SES-20250906-108103;returning;direct;13;662;0;desktop
SES-20250906-108104;new;organic;1;19;0;desktop
SES-20250906-108105;returning;organic;1;41;0;desktop
SES-20250906-108106;new;organic;1;25;0;mobile
SES-20250906-108107;new;direct;1;67;0;mobile
SES-20250906-108108;returning;organic;1;32;0;desktop
SES-20250906-108109;new;referral;3;71;0;mobile
SES-20250906-108110;new;organic;3;15;0;mobile
SES-20250906-108111;new;organic;1;42;0;desktop
SES-20250906-108112;returning;direct;1;45;0;mobile
SES-20250906-108113;new;organic;1;51;0;desktop
SES-20250906-108114;returning;organic;2;29;0;mobile
SES-20250906-108115;new;email;2;40;0;mobile
SES-20250906-108116;returning;paid;5;167;0;desktop
SES-20250906-108117;returning;direct;2;77;0;mobile
SES-20250906-108118;new;organic;1;51;0;mobile
SES-20250906-108119;new;paid;2;107;0;desktop
SES-20250906-108120;new;paid;2;79;0;mobile
SES-20250906-108121;new;organic;1;48;0;mobile
SES-20250906-108122;new;organic;8;580;0;desktop
SES-20250906-108123;returning;organic;13;547;0;mobile
SES-20250906-108124;new;social;4;172;0;mobile
SES-20250906-108125;returning;direct;1;58;0;mobile
SES-20250906-108126;new;direct;2;87;0;tablet
SES-20250906-108127;new;direct;1;60;0;desktop
SES-20250906-108128;returning;direct;3;106;0;mobile
SES-20250906-108129;returning;organic;6;195;0;tablet
SES-20250906-108130;returning;email;1;44;0;desktop
SES-20250906-108131;returning;direct;2;54;0;desktop
SES-20250906-108132;new;organic;1;28;0;mobile
SES-20250906-108133;returning;paid;7;411;1;desktop
SES-20250906-108134;returning;organic;3;96;0;mobile
SES-20250906-108135;new;direct;1;72;0;desktop
SES-20250906-108136;new;organic;1;49;1;tablet
SES-20250906-108137;returning;social;2;33;0;desktop
SES-20250906-108138;returning;referral;4;158;0;mobile
SES-20250906-108139;new;organic;2;46;0;mobile
SES-20250906-108140;returning;paid;10;582;0;mobile
SES-20250906-108141;new;social;1;59;0;mobile
SES-20250906-108142;returning;social;7;454;0;desktop
SES-20250906-108143;returning;direct;7;402;0;desktop
SES-20250906-108144;returning;paid;3;115;0;desktop
SES-20250906-108145;returning;organic;4;219;0;desktop
SES-20250906-108146;returning;organic;1;51;0;mobile
SES-20250906-108147;new;paid;1;15;0;mobile
SES-20250906-108148;new;direct;3;69;0;desktop
SES-20250906-108149;new;paid;3;162;0;desktop
SES-20250906-108150;returning;direct;3;135;0;mobile
SES-20250906-108151;returning;organic;2;155;0;desktop
SES-20250906-108152;returning;direct;1;62;0;desktop
SES-20250906-108153;new;organic;1;28;0;desktop
SES-20250906-108154;new;organic;6;224;0;mobile
SES-20250906-108155;new;organic;1;60;0;desktop
SES-20250906-108156;new;paid;2;85;0;desktop
SES-20250906-108157;new;organic;4;229;0;mobile
SES-20250906-108158;returning;social;7;315;0;mobile
SES-20250906-108159;new;referral;1;27;0;mobile
SES-20250906-108160;new;organic;2;122;0;desktop
SES-20250906-108161;returning;organic;5;133;0;desktop
SES-20250906-108162;new;organic;1;78;0;desktop
SES-20250906-108163;new;organic;1;40;0;desktop
SES-20250906-108164;new;paid;2;156;0;desktop
SES-20250906-108165;new;organic;3;206;0;mobile
SES-20250906-108166;returning;organic;7;183;0;mobile
SES-20250906-108167;returning;paid;1;43;0;mobile
SES-20250906-108168;new;organic;1;41;0;desktop
SES-20250906-108169;new;organic;11;741;0;desktop
SES-20250906-108170;new;email;6;257;0;desktop
SES-20250906-108171;new;paid;1;32;0;mobile
SES-20250906-108172;new;organic;1;17;0;desktop
SES-20250906-108173;returning;paid;8;306;0;mobile
SES-20250906-108174;returning;email;4;50;0;desktop
SES-20250906-108175;returning;organic;5;448;0;desktop
SES-20250906-108176;returning;organic;2;98;0;desktop
SES-20250906-108177;new;social;1;67;0;tablet
SES-20250906-108178;returning;direct;5;102;0;desktop
SES-20250906-108179;new;email;2;117;0;mobile
SES-20250906-108180;new;direct;3;159;1;mobile
SES-20250906-108181;new;organic;1;35;0;mobile
SES-20250906-108182;new;organic;1;27;0;mobile
SES-20250906-108183;new;direct;2;132;0;desktop
SES-20250906-108184;new;referral;3;90;0;desktop
SES-20250906-108185;returning;email;1;23;0;mobile
SES-20250906-108186;returning;organic;10;587;0;mobile
SES-20250906-108187;new;organic;1;15;0;desktop
SES-20250906-108188;new;email;2;64;0;mobile
SES-20250906-108189;returning;direct;1;59;0;tablet
SES-20250906-108190;returning;organic;1;65;0;desktop
SES-20250906-108191;returning;referral;12;152;0;desktop
SES-20250906-108192;new;organic;9;397;0;desktop
SES-20250906-108193;new;paid;7;73;0;mobile
SES-20250906-108194;new;email;2;105;0;desktop
SES-20250906-108195;new;email;3;152;0;desktop
SES-20250906-108196;returning;paid;4;241;0;mobile
SES-20250906-108197;returning;direct;5;176;0;desktop
SES-20250906-108198;new;direct;5;164;0;mobile
SES-20250906-108199;new;organic;2;66;0;desktop
SES-20250906-108200;returning;organic;6;182;0;mobile
SES-20250906-108201;returning;social;4;169;0;mobile
SES-20250906-108202;returning;organic;1;52;0;desktop
SES-20250906-108203;new;organic;3;154;0;desktop
SES-20250906-108204;new;direct;1;17;0;mobile
SES-20250906-108205;returning;direct;4;294;0;desktop
SES-20250906-108206;new;paid;2;77;1;mobile
SES-20250906-108207;new;paid;5;290;0;desktop
SES-20250906-108208;returning;direct;4;93;0;desktop
SES-20250906-108209;returning;direct;7;370;0;mobile
SES-20250906-108210;new;paid;1;15;0;desktop
SES-20250906-108211;returning;email;1;27;0;mobile
SES-20250906-108212;new;paid;1;47;0;mobile
SES-20250906-108213;new;direct;1;35;0;mobile
SES-20250906-108214;new;organic;1;46;0;mobile
SES-20250906-108215;new;organic;1;28;0;desktop
SES-20250906-108216;new;organic;2;108;0;desktop
SES-20250906-108217;returning;organic;3;71;0;tablet
SES-20250906-108218;returning;organic;3;83;0;mobile
SES-20250906-108219;returning;organic;6;306;0;mobile
SES-20250906-108220;returning;organic;7;23;0;desktop
SES-20250906-108221;returning;organic;6;307;0;desktop
SES-20250906-108222;new;email;1;56;0;mobile
SES-20250906-108223;new;referral;3;212;0;mobile
SES-20250906-108224;new;direct;4;150;1;mobile
SES-20250906-108225;new;paid;1;72;0;mobile
SES-20250906-108226;new;paid;1;22;0;mobile
SES-20250906-108227;returning;paid;6;186;0;mobile
SES-20250906-108228;new;organic;2;79;0;desktop
SES-20250906-108229;returning;organic;9;465;0;mobile
SES-20250906-108230;returning;direct;7;345;0;desktop
SES-20250906-108231;returning;organic;10;571;1;mobile
SES-20250906-108232;new;direct;2;68;0;desktop
SES-20250906-108233;new;organic;2;129;0;mobile
SES-20250906-108234;new;organic;5;234;0;desktop
SES-20250906-108235;returning;paid;6;335;0;mobile
SES-20250906-108236;returning;referral;1;56;0;mobile
SES-20250906-108237;new;paid;2;105;0;mobile
SES-20250906-108238;returning;organic;4;29;0;mobile
SES-20250906-108239;new;direct;1;68;0;desktop
SES-20250906-108240;new;direct;3;200;0;mobile
SES-20250906-108241;new;paid;6;149;0;desktop
SES-20250906-108242;new;organic;2;70;0;desktop
SES-20250906-108243;new;direct;1;92;0;mobile
SES-20250906-108244;returning;direct;3;230;0;mobile
SES-20250906-108245;new;organic;3;170;0;desktop
SES-20250906-108246;returning;organic;1;87;0;desktop
SES-20250906-108247;returning;referral;8;291;0;mobile
SES-20250906-108248;returning;organic;4;124;0;mobile
SES-20250906-108249;returning;direct;6;545;0;mobile
SES-20250906-108250;new;organic;1;61;0;desktop
SES-20250906-108251;new;paid;1;33;0;desktop
SES-20250906-108252;returning;organic;3;108;0;mobile
SES-20250906-108253;returning;paid;11;235;1;desktop
SES-20250906-108254;new;social;1;58;0;desktop
SES-20250906-108255;returning;email;17;254;1;mobile
SES-20250906-108256;returning;paid;10;469;0;mobile
SES-20250906-108257;new;paid;8;417;0;desktop
SES-20250906-108258;new;social;3;143;0;desktop
SES-20250906-108259;returning;social;15;944;0;mobile
SES-20250906-108260;returning;paid;6;291;0;mobile
SES-20250906-108261;new;referral;5;219;0;mobile
SES-20250906-108262;new;organic;1;57;0;mobile
SES-20250906-108263;new;direct;1;46;0;tablet
SES-20250906-108264;new;referral;7;260;0;desktop
SES-20250906-108265;returning;organic;7;377;0;desktop
SES-20250906-108266;new;paid;6;191;0;mobile
SES-20250906-108267;new;organic;3;148;0;desktop
SES-20250906-108268;new;social;4;260;0;mobile
SES-20250906-108269;returning;social;7;377;0;desktop
SES-20250906-108270;new;paid;1;20;1;desktop
SES-20250906-108271;returning;social;3;90;0;desktop
SES-20250906-108272;new;social;3;156;0;mobile
SES-20250906-108273;returning;referral;9;494;0;mobile
SES-20250906-108274;returning;organic;3;158;1;mobile
SES-20250906-108275;new;organic;5;95;0;desktop
SES-20250906-108276;new;organic;1;27;0;desktop
SES-20250906-108277;new;social;2;130;0;desktop
SES-20250906-108278;returning;organic;4;118;0;tablet
SES-20250906-108279;new;direct;1;51;0;mobile
SES-20250906-108280;returning;email;3;165;0;desktop
SES-20250906-108281;returning;organic;3;60;0;desktop
SES-20250906-108282;returning;direct;7;40;0;mobile
SES-20250906-108283;new;direct;2;117;0;mobile
SES-20250906-108284;new;organic;1;51;0;mobile
SES-20250906-108285;returning;organic;6;306;1;mobile
SES-20250906-108286;new;organic;4;248;0;mobile
SES-20250906-108287;new;organic;5;275;0;mobile
SES-20250906-108288;new;social;1;46;0;desktop
SES-20250906-108289;returning;paid;6;243;0;desktop
SES-20250906-108290;new;organic;2;69;0;mobile
SES-20250906-108291;new;organic;3;162;0;mobile
SES-20250906-108292;returning;direct;8;194;0;mobile
SES-20250906-108293;new;paid;1;38;0;mobile
SES-20250906-108294;new;direct;1;83;0;mobile
SES-20250906-108295;returning;direct;9;726;0;mobile
SES-20250906-108296;returning;paid;7;394;0;mobile
SES-20250906-108297;returning;organic;3;159;0;desktop
SES-20250906-108298;new;direct;8;279;0;desktop
SES-20250906-108299;new;paid;3;127;0;desktop
SES-20250906-108300;new;paid;9;702;1;desktop
SES-20250906-108301;new;direct;2;36;0;mobile
SES-20250906-108302;returning;direct;1;57;0;mobile
SES-20250906-108303;returning;direct;6;298;0;desktop
SES-20250906-108304;new;direct;1;35;0;desktop
SES-20250906-108305;returning;paid;8;473;0;mobile
SES-20250906-108306;new;direct;4;157;0;mobile
SES-20250906-108307;new;organic;3;88;0;mobile
SES-20250906-108308;new;direct;1;42;0;desktop
SES-20250906-108309;new;organic;4;201;0;desktop
SES-20250906-108310;new;paid;2;87;0;mobile
SES-20250906-108311;returning;organic;1;43;0;mobile
SES-20250906-108312;new;paid;13;170;0;mobile
SES-20250906-108313;returning;organic;4;196;0;desktop
SES-20250906-108314;new;email;3;182;0;mobile
SES-20250906-108315;new;direct;2;82;0;mobile
SES-20250906-108316;new;direct;3;159;0;desktop
SES-20250906-108317;new;direct;1;30;0;desktop
SES-20250906-108318;new;direct;2;127;0;mobile
SES-20250906-108319;returning;organic;2;86;1;desktop
SES-20250906-108320;new;paid;7;193;0;mobile
SES-20250906-108321;returning;email;5;284;0;desktop
SES-20250906-108322;new;social;4;180;0;mobile
SES-20250906-108323;returning;organic;2;106;0;desktop
SES-20250906-108324;new;referral;1;36;0;mobile
SES-20250906-108325;returning;referral;10;644;0;mobile
SES-20250906-108326;new;social;1;54;0;desktop
SES-20250906-108327;returning;paid;1;47;0;desktop
SES-20250906-108328;returning;direct;4;155;0;mobile
SES-20250906-108329;new;organic;2;99;0;mobile
SES-20250906-108330;new;organic;3;141;0;tablet
SES-20250906-108331;returning;organic;2;90;0;desktop
SES-20250906-108332;returning;organic;2;131;0;mobile
SES-20250906-108333;new;direct;1;42;0;desktop
SES-20250906-108334;new;organic;3;46;0;desktop
SES-20250906-108335;new;paid;6;265;0;desktop
SES-20250906-108336;new;social;3;106;0;mobile
SES-20250906-108337;returning;organic;12;893;1;desktop
SES-20250906-108338;returning;organic;12;380;1;desktop
SES-20250906-108339;returning;direct;2;127;0;desktop
SES-20250906-108340;new;paid;4;150;0;desktop
SES-20250906-108341;new;paid;10;583;0;desktop
SES-20250906-108342;returning;organic;7;543;0;tablet
SES-20250906-108343;returning;social;4;224;0;desktop
SES-20250906-108344;new;direct;4;145;0;tablet
SES-20250906-108345;new;paid;1;46;0;mobile
SES-20250906-108346;new;social;1;64;0;desktop
SES-20250906-108347;new;direct;6;263;0;desktop
SES-20250906-108348;new;direct;6;283;0;tablet
SES-20250906-108349;returning;direct;2;113;0;desktop
SES-20250906-108350;new;social;1;51;0;desktop
SES-20250906-108351;returning;social;1;44;0;desktop
SES-20250906-108352;new;paid;1;45;0;desktop
SES-20250906-108353;returning;direct;4;166;0;desktop
SES-20250906-108354;returning;social;13;475;0;mobile
SES-20250906-108355;returning;direct;4;161;0;mobile
SES-20250906-108356;new;organic;1;15;0;mobile
SES-20250906-108357;new;organic;1;30;0;tablet
SES-20250906-108358;new;direct;8;268;0;desktop
SES-20250906-108359;new;social;1;49;0;mobile
SES-20250906-108360;returning;organic;3;71;0;desktop
SES-20250906-108361;new;direct;1;24;0;mobile
SES-20250906-108362;new;social;3;44;0;desktop
SES-20250906-108363;returning;email;3;206;0;mobile
SES-20250906-108364;new;paid;1;43;0;mobile
SES-20250906-108365;returning;organic;4;182;1;mobile
SES-20250906-108366;returning;direct;4;170;0;mobile
SES-20250906-108367;new;organic;1;75;0;mobile
SES-20250906-108368;new;direct;1;50;0;desktop
SES-20250906-108369;returning;direct;1;42;0;mobile
SES-20250906-108370;new;referral;1;32;0;desktop
SES-20250906-108371;new;email;1;58;0;mobile
SES-20250906-108372;new;direct;4;226;1;desktop
SES-20250906-108373;returning;direct;1;47;0;mobile
SES-20250906-108374;new;paid;2;60;0;desktop
SES-20250906-108375;returning;organic;3;137;0;mobile
SES-20250906-108376;new;paid;1;51;0;mobile
SES-20250906-108377;returning;email;1;44;0;desktop
SES-20250906-108378;new;direct;8;582;0;desktop
SES-20250906-108379;returning;paid;15;524;0;mobile
SES-20250906-108380;new;email;2;56;0;mobile
SES-20250906-108381;new;direct;8;345;0;desktop
SES-20250906-108382;returning;email;2;86;0;mobile
SES-20250906-108383;returning;organic;1;18;0;mobile
SES-20250906-108384;returning;organic;1;54;1;desktop
SES-20250906-108385;returning;direct;2;122;0;mobile
SES-20250906-108386;returning;direct;12;452;0;desktop
SES-20250906-108387;returning;direct;1;57;1;mobile
SES-20250906-108388;returning;paid;2;128;1;mobile
SES-20250906-108389;new;paid;1;28;0;tablet
SES-20250906-108390;returning;organic;6;232;0;mobile
SES-20250906-108391;returning;direct;4;20;0;desktop
SES-20250906-108392;returning;direct;13;482;0;desktop
SES-20250906-108393;new;organic;3;157;0;mobile
SES-20250906-108394;new;organic;3;51;0;mobile
SES-20250906-108395;returning;organic;5;102;0;desktop
SES-20250906-108396;new;referral;1;44;0;desktop
SES-20250906-108397;new;direct;1;65;0;mobile
SES-20250906-108398;new;paid;1;39;0;desktop
SES-20250906-108399;new;organic;1;60;0;mobile
SES-20250906-108400;returning;organic;10;470;1;mobile
SES-20250906-108401;returning;paid;11;499;0;mobile
SES-20250906-108402;returning;organic;2;125;0;tablet
SES-20250906-108403;new;paid;1;57;0;mobile
SES-20250906-108404;returning;paid;3;115;0;mobile
SES-20250906-108405;returning;direct;2;125;0;mobile
SES-20250906-108406;new;paid;6;310;0;mobile
SES-20250906-108407;new;organic;1;72;0;mobile
SES-20250906-108408;new;social;2;72;0;desktop
SES-20250906-108409;new;organic;1;31;0;mobile
SES-20250906-108410;new;direct;1;49;0;desktop
SES-20250906-108411;new;organic;2;96;0;mobile
SES-20250906-108412;new;email;1;34;0;desktop
SES-20250906-108413;returning;referral;1;45;1;tablet
SES-20250906-108414;returning;direct;2;97;0;mobile
SES-20250906-108415;returning;organic;5;125;0;mobile
SES-20250906-108416;returning;direct;2;93;0;mobile
SES-20250906-108417;new;organic;3;255;0;tablet
SES-20250906-108418;returning;paid;11;502;1;mobile
SES-20250906-108419;returning;organic;5;235;0;mobile
SES-20250906-108420;new;referral;2;90;0;mobile
SES-20250906-108421;returning;email;3;115;0;desktop
SES-20250906-108422;returning;paid;8;481;0;mobile
SES-20250906-108423;new;paid;5;340;0;mobile
SES-20250906-108424;new;direct;1;53;0;desktop
SES-20250906-108425;new;direct;1;29;0;desktop
SES-20250906-108426;new;direct;2;65;0;desktop
SES-20250906-108427;new;email;2;63;0;desktop
SES-20250906-108428;returning;paid;14;919;0;mobile
SES-20250906-108429;new;direct;3;33;0;desktop
SES-20250906-108430;new;organic;2;73;0;desktop
SES-20250906-108431;new;organic;1;41;0;desktop
SES-20250906-108432;returning;direct;3;124;0;desktop
SES-20250906-108433;new;organic;2;92;0;mobile
SES-20250906-108434;new;paid;2;99;0;desktop
SES-20250906-108435;returning;organic;3;161;0;desktop
SES-20250906-108436;new;direct;2;25;0;mobile
SES-20250906-108437;new;social;1;43;0;mobile
SES-20250906-108438;new;email;8;394;0;mobile
SES-20250906-108439;new;organic;3;176;0;tablet
SES-20250906-108440;new;organic;1;41;0;mobile
SES-20250906-108441;returning;paid;5;266;0;desktop
SES-20250906-108442;returning;organic;2;69;0;mobile
SES-20250906-108443;new;email;14;1191;0;mobile
SES-20250906-108444;returning;organic;7;314;0;desktop
SES-20250906-108445;new;paid;6;244;0;mobile
SES-20250906-108446;new;direct;1;24;0;desktop
SES-20250906-108447;returning;paid;2;23;0;mobile
SES-20250906-108448;returning;paid;13;530;0;desktop
SES-20250906-108449;returning;email;5;306;0;desktop
SES-20250906-108450;returning;direct;3;47;0;desktop
SES-20250906-108451;new;social;1;15;0;mobile
SES-20250906-108452;new;direct;3;75;0;mobile
SES-20250906-108453;new;paid;1;50;0;tablet
SES-20250906-108454;new;paid;1;32;0;mobile
SES-20250906-108455;new;organic;1;31;0;mobile
SES-20250906-108456;returning;email;6;136;0;desktop
SES-20250906-108457;new;direct;3;103;0;mobile
SES-20250906-108458;new;direct;2;91;0;mobile
SES-20250906-108459;new;paid;1;97;0;desktop
SES-20250906-108460;returning;social;13;15;0;desktop
SES-20250906-108461;new;direct;3;218;0;desktop
SES-20250906-108462;new;email;1;49;0;mobile
SES-20250906-108463;returning;referral;1;40;0;desktop
SES-20250906-108464;new;organic;2;89;0;mobile
SES-20250906-108465;new;paid;1;75;0;mobile
SES-20250906-108466;new;organic;13;328;0;mobile
SES-20250906-108467;new;paid;1;30;0;mobile
SES-20250906-108468;returning;paid;7;281;0;mobile
SES-20250906-108469;new;paid;3;106;0;desktop
SES-20250906-108470;returning;organic;1;34;0;desktop
SES-20250906-108471;new;email;5;147;0;desktop
SES-20250906-108472;returning;organic;2;160;0;desktop
SES-20250906-108473;new;paid;2;148;0;desktop
SES-20250906-108474;new;direct;3;172;0;mobile
SES-20250906-108475;new;direct;1;28;0;mobile
SES-20250906-108476;new;direct;1;42;0;desktop
SES-20250906-108477;new;paid;4;230;1;tablet
SES-20250906-108478;new;paid;2;126;0;desktop
SES-20250906-108479;new;paid;2;102;0;desktop
SES-20250906-108480;new;direct;1;79;0;desktop
SES-20250906-108481;new;organic;1;36;0;desktop
SES-20250906-108482;returning;paid;15;784;0;mobile
SES-20250906-108483;new;organic;1;46;0;mobile
SES-20250906-108484;new;email;2;125;0;desktop
SES-20250906-108485;new;paid;4;55;0;mobile
SES-20250906-108486;returning;organic;5;133;0;mobile
SES-20250906-108487;new;organic;3;97;0;desktop
SES-20250906-108488;new;email;1;88;0;desktop
SES-20250906-108489;new;organic;7;580;0;mobile
SES-20250906-108490;new;social;1;46;0;mobile
SES-20250906-108491;returning;social;10;252;0;mobile
SES-20250906-108492;returning;organic;13;659;0;mobile
SES-20250906-108493;new;organic;1;68;0;tablet
SES-20250906-108494;new;paid;12;503;0;mobile
SES-20250906-108495;returning;organic;3;152;0;desktop
SES-20250906-108496;returning;email;6;408;0;mobile
SES-20250906-108497;new;organic;2;100;0;desktop
SES-20250906-108498;returning;organic;3;161;0;desktop
SES-20250906-108499;new;social;8;409;0;desktop
SES-20250906-108500;new;organic;1;15;0;desktop
SES-20250906-108501;returning;email;6;177;0;mobile
SES-20250906-108502;new;organic;1;52;0;desktop
SES-20250906-108503;new;paid;2;98;0;mobile
SES-20250906-108504;new;organic;7;301;0;mobile
SES-20250906-108505;returning;organic;5;284;0;tablet
SES-20250906-108506;new;organic;8;225;0;mobile
SES-20250906-108507;new;paid;1;70;0;desktop
SES-20250906-108508;new;organic;3;139;0;desktop
SES-20250906-108509;new;social;3;119;0;tablet
SES-20250906-108510;returning;direct;5;213;0;mobile
SES-20250906-108511;returning;direct;5;64;0;tablet
SES-20250906-108512;new;social;1;62;0;tablet
SES-20250906-108513;new;paid;1;26;0;desktop
SES-20250906-108514;new;organic;1;32;1;mobile
SES-20250906-108515;new;organic;3;162;0;mobile
SES-20250906-108516;returning;social;1;48;0;mobile
SES-20250906-108517;new;referral;2;67;0;mobile
SES-20250906-108518;new;paid;8;175;0;desktop
SES-20250906-108519;new;social;5;262;0;desktop
SES-20250906-108520;new;social;1;55;0;mobile
