Дата;Клиент;Город;Товар;Количество;Цена;Сумма
;;;;;;
07/08/23;ТЕХНОСИЛА;Saint-Petersburg;Товар В;-63;4411,82;-277944,66
03/13/23;ИП ИВАНОВ;спб;Товар В;63;3778,51;238046,13
2023-05-06;РОМАШКА ООО;МОСКВА;Товар Г;84;3010,12;301534,59
03.09.2023;ЗАО Техносила;Екб;Товар А;19;692,88;13164,72
2023-08-18;Tehnosila LLC;Новосибирск;Товар А;67;7609,08;509808,36
2023-10-08;"ООО ""Ромашка""";М.;Товар Г;43;7253,18;311886,74
02/17/23;;;Товар Б;25;8014,77;200369,25
18.04.2023;"ООО ""Ромашка""";МОСКВА;Товар Г;9;1739,48;15655,32
2023-06-25;ОАО Газпром;С-Петербург;Товар Д;95;5314,42;504869,90
16.12.2023;газпром оао;спб;Товар А;56;5137,47;287698,32
2023-10-30;РОМАШКА ООО;екатеринбург;Товар Б;32;1076,11;34435,52
08/03/23;ИП ИВАНОВ;Екатеринбург;Товар А;100;4412,67;441267,00
01/16/23;Иванов ИП;Екатеринбург;Товар Г;76;2427,60;184497,60
11/03/23;"ООО ""Ромашка""";москва;Товар А;20;1013,92;20278,40
27.01.2023;;Saint-Petersburg;Товар В;87;3636;316399,86
19.06.2023;;МОСКВА;Товар Б;22;4954,56;109000,32
02/06/23;"ООО ""Ромашка""";С-Петербург;Товар Д;13;2908,60;37811,80
08/31/23;ГАЗПРОМ;Нижний Новгород;Товар Г;54;9847,53;531766,62
03/18/23;ромашка;Moskva;Товар Г;17;7726,63;131352,71
2023-08-11;Яндекс;екатеринбург;Товар В;91;434,98;39583,18
2023-01-17;"ЗАО ""Техносила""";Екатеринбург;Товар Г;91;8176,23;744036,93
10/18/23;ИП Иванов;Novosibirsk;Товар В; 19 ;1489,38;28298,22
04/14/23;;Нск;Товар Д;48;7738,52;371448,96
2023-12-15;ГАЗПРОМ;новосибирск;Товар Д;79;7720;609891,85
2023-10-30;яндекс ооо;Saint-Petersburg;Товар Г;76;4797,72;364626,72
2023-11-08;Gazprom;С-Петербург;Товар А;30; 4008,64₽ ;120259,20
04/24/23;;МОСКВА;Товар В;69;4225,88;291585,72
2023-11-24;;Yekaterinburg;Товар Д;37;9263,73;342758,01
02.12.2023;Яндекс;Новосибирск;Товар Г; 3 ;9317,71;27953,13
2023-05-12;Иванов И.П.;Нск;Товар В;40; 6426,32₽ ;257052,80
03/04/23;;НН;Товар В;23;1302,25;29951,75
2023-03-04;"ООО ""Ромашка""";москва;Товар Г;25;280,45;7011,25
02/14/23;ЗАО Техносила;нижний новгород;Товар Г;-97;8549,71;-829321,87
26.07.2023;Иванов И.П.;Екатеринбург;Товар А;96;9137,54;877203,84
2023-11-25;ромашка;Москва;Товар А;86;4213,78;362385,08
13.02.2023;РОМАШКА ООО;екатеринбург;Товар Д;18;5560,89;100096,02
11/23/23;ТЕХНОСИЛА;Moskva;Товар В;86;2656,99;228501,14
2023-07-30;;Saint-Petersburg;Товар Г; 3 ;2923;8769,12
2023-09-26;техносила;С-Петербург;Товар В;16;8023,68;128378,88
2023-10-09;"ООО ""Ромашка""";екатеринбург;Товар Д;39;1094,31;42678,09
04.08.2023;ЗАО Техносила;МОСКВА;Товар А; 76 ; 8924,88₽ ;678290,88
07/27/23;Gazprom;спб;Товар Б;24;8680;208326,00
29.12.2023;YANDEX;Н.Новгород;Товар Г;1;5809,24;5809,24
02.05.2023;Иванов И.П.;новосибирск;Товар Д;38;5948,62;226047,56
03/05/23;газпром оао;Moskva;Товар Б;96;1925,14;184813,44
03/09/23;ИП ИВАНОВ;N.Novgorod;Товар Г;18; 1214,87₽ ;21867,66
02/26/23;РОМАШКА ООО;НСК;Товар А;48;6629,25;318204,00
22.11.2023;"ЗАО ""Техносила""";Н.Новгород;Товар Б;63; 584,44₽ ;36819,72
2023-02-01;YANDEX;Saint-Petersburg;Товар А;37; 4318,91₽ ;159799,67
29.09.2023;Tehnosila LLC;Нижний Новгород;Товар Б;89;9638,73;857846,97
10.03.2023;ИП ИВАНОВ;новосибирск;Товар Д;66;2749,99;181499,34
12/04/23;;Yekaterinburg;Товар А;31;2518,51;78073,81
2023-10-22;ИП Иванов;;Товар А;42;4255,29;178722,18
06/06/23;"ООО ""Яндекс""";Yekaterinburg;Товар Г;86; 5683,82₽ ;488808,52
04/11/23;ЗАО Техносила;НН;Товар В;64; 262,67₽ ;16810,88
12.03.2023;ромашка;Novosibirsk;Товар А;14; 4468,68₽ ;62561,52
04/22/23;ООО Ромашка;Novosibirsk;Товар В;83;2169,94;180105,02
2023-05-09;ООО Яндекс;;Товар В;70;7313,78;511964,60
07/30/23;ГАЗПРОМ;Yekaterinburg;Товар Г;90;4578;412048,80
2023-11-18;Иванов И.П.;Санкт-Петербург;Товар А;94;2056;193327,92
13.11.2023;РОМАШКА ООО;N.Novgorod;Товар В;88;8352,83;735049,04
2023-01-18;ТЕХНОСИЛА;НН;Товар А;20;7026,91;140538,20
2023-12-13;Gazprom;Yekaterinburg;Товар Г;21;6639,11;139421,31
16.08.2023;Иванов;N.Novgorod;Товар А;26;5400,93;140424,18
22.12.2023;ромашка;нижний новгород;Товар А;72;5848,56;421096,32
2023-10-03;ИП ИВАНОВ;Екб;Товар Д;10;3457,21;34572,10
03/11/23;ОАО Газпром;СПб;Товар Б;90; 6285,92₽ ;565732,80
07.10.2023;яндекс ооо;Санкт-Петербург;Товар В; 4 ; 214,14₽ ;856,56
2023-01-13;"ООО ""Ромашка""";НН;Товар Д; 11 ;1985;21836,98
10/03/23;ООО Яндекс;;Товар Б;46;7967,43;366501,78
23.03.2023;Romashka Ltd;Yekaterinburg;Товар В;63;1590,71;100214,73
01/22/23;ГАЗПРОМ;;Товар А;1;3841;3841,17
05/21/23;Gazprom;Novosibirsk;Товар В;66;6647,11;438709,26
2023-07-12;ромашка;МОСКВА;Товар Б;53;4654,23;246674,19
2023-11-22;ГАЗПРОМ;москва;Товар А;16;5332,90;85326,40
05/14/23;ООО Яндекс;Екатеринбург;Товар Б;67;1958,07;131190,69
11.12.2023;"ООО ""Яндекс""";Н.Новгород;Товар Б;67;7332,46;491274,82
08/03/23;YANDEX;Екб;Товар А;40; 4673,46₽ ;186938,40
11/20/23;яндекс ооо;Saint-Petersburg;Товар А;24;6789,93;162958,32
01/12/23;Иванов ИП;С-Петербург;Товар Д;74; 9171,12₽ ;678662,88
;;;;;;
2023-02-25;ГАЗПРОМ;С-Петербург;Товар Б;60;6769,41;406164,60
30.05.2023;Иванов И.П.;НН;Товар Б;68;7117,89;484016,52
22.02.2023;"ООО ""Яндекс""";Екб;Товар А; 70 ;9758;683083,80
10.09.2023;"ЗАО ""Техносила""";;Товар Г;5;9189,49;45947,45
06/17/23;ГАЗПРОМ;НН;Товар Д; 2 ;1929,81;3252,50
01.08.2023;Romashka Ltd;Екб;Товар Б;89;7058,10;628170,90
2023-03-03;ООО Ромашка;Н.Новгород;Товар В;79;673;53219,14
2023-09-27;РОМАШКА ООО;спб;Товар Д;-62;1479,01;-91698,62
2023-03-22;ГАЗПРОМ;спб;Товар В;44;9344,40;411153,60
2023-09-24;ромашка;;Товар В;31;4410;136715,58
03/01/23;ООО Ромашка;СПб;Товар А;67;4038,52;270580,84
17.07.2023;;N.Novgorod;Товар Б;99;3622,37;358614,63
20.10.2023;ООО Яндекс;Novosibirsk;Товар Б;80;2711;216916,00
11.10.2023;ГАЗПРОМ;НН;Товар В;31;5547,85;153666,95
07/11/23;РОМАШКА ООО;НСК;Товар А;78;9932;774742,02
21.10.2023;ООО Ромашка;НСК;Товар Д;22;5770,60;126953,20
2023-07-12;"ОАО ""Газпром""";НН;Товар Г;12;5399,12;64789,44
08.05.2023;Gazprom;Москва;Товар В;73;2025,06;147829,38
25.04.2023;Romashka Ltd;Novosibirsk;Товар Д;8;9901,22;79209,76
08/02/23;Tehnosila LLC;СПб;Товар Б;67;6659,18;446165,06
24.09.2023;"ОАО ""Газпром""";Saint-Petersburg;Товар В;53;1510,32;80046,96
2023-10-09;"ЗАО ""Техносила""";Нск;Товар Б;56;5551,08;310860,48
21.04.2023;ОАО Газпром;Moskva;Товар Б;99;5757,92;570034,08
04/09/23;Romashka Ltd;НН;Товар Д;-35;391,60;-13706,00
2023-01-04;газпром оао;новосибирск;Товар А;15; 5088,60₽ ;76329,00
2023-11-10;;москва;Товар А;79; 6335,63₽ ;500514,77
2023-01-28;ООО Яндекс;Yekaterinburg;Товар Г;81;2283;184927,86
08/15/23;ромашка;НСК;Товар Г;98;6003,49;588342,02
2023-09-09;"ЗАО ""Техносила""";Санкт-Петербург;Товар Д;9;4033,06;36297,54
10.04.2023;Tehnosila LLC;М.;Товар В;46;3512,94;161595,24
02/10/23;ИП Иванов;москва;Товар А;49;2455,93;120340,57
2023-09-11;"ЗАО ""Техносила""";СПб;Товар Д;38;7287,27;317248,87
2023-05-31;РОМАШКА ООО;Saint-Petersburg;Товар Б;58;1105,99;64147,42
08/26/23;ГАЗПРОМ;Санкт-Петербург;Товар Б; 82 ;4966,60;407261,20
18.11.2023;ГАЗПРОМ;Novosibirsk;Товар Д;44;7339,16;322923,04
2023-04-29;РОМАШКА ООО;Санкт-Петербург;Товар В; 53 ;2366,19;139735,07
2023-10-29;"ЗАО ""Техносила""";Moskva;Товар А;52;9013,09;468680,68
01/08/23;"ОАО ""Газпром""";Н.Новгород;Товар Б;29;1676,25;48611,25
2023-01-08;Tehnosila LLC;Н.Новгород;Товар Д;20;7723,89;154477,80
10/18/23;газпром оао;екатеринбург;Товар В;31;2959;91733,96
2023-01-20;газпром оао;спб;Товар Д;56;6944,92;388915,52
2023-11-07;ГАЗПРОМ;москва;Товар В;45;4633,07;208488,15
14.08.2023;ИП Иванов;екатеринбург;Товар Г;62; 6601,59₽ ;409298,58
05/21/23;;Нижний Новгород;Товар Г;64;5465,57;349796,48
09/12/23;Romashka Ltd;Yekaterinburg;Товар А;83;106,48;8837,84
08.07.2023;Иванов;Н.Новгород;Товар В;97;6233,44;513904,92
05/24/23;YANDEX;Нск;Товар Б;68;2041,46;138819,28
23.11.2023;Romashka Ltd;N.Novgorod;Товар В;51;9411,99;480011,49
02/22/23;"ООО ""Ромашка""";Новосибирск;Товар В;93;9148,14;850777,02
07/26/23;"ООО ""Яндекс""";Екб;Товар В;14;5094,36;71321,04
11/27/23;"ЗАО ""Техносила""";екатеринбург;Товар Д;42;2944;123661,44
16.11.2023;Яндекс;Yekaterinburg;Товар А;62;2071,56;128436,72
20.01.2023;техносила;Saint-Petersburg;Товар В;59;2102,74;124061,66
04/20/23;;Novosibirsk;Товар В; 6 ;6245,63;37473,78
25.02.2023;яндекс ооо;МОСКВА;Товар Б;59;9976,18;588594,62
11/06/23;;Нск;Товар Д;68;4081,72;277556,96
2023-08-08;яндекс ооо;Novosibirsk;Товар Г;69;1759,14;121380,66
09.12.2023;ООО Яндекс;Yekaterinburg;Товар В;41;2951,52;121012,32
2023-03-02;ТЕХНОСИЛА;Москва;Товар А; 6 ;8036,05;48216,30
29.04.2023;ИП ИВАНОВ;Moskva;Товар В;9;4857,24;43715,16
04/04/23;Иванов ИП;Екб;Товар Г;76;1526,32;116000,32
2023-08-05;Tehnosila LLC;Saint-Petersburg;Товар Б; 96 ;3726,31;357725,76
08.07.2023;"ООО ""Ромашка""";Санкт-Петербург;Товар А;95;1350,32;128280,40
11/17/23;"ЗАО ""Техносила""";москва;Товар Г;34;5572,19;189454,46
07/26/23;Tehnosila LLC;Санкт-Петербург;Товар Г;60;3695,56;221733,60
10/20/23;;НН;Товар Г;49;7322,61;358807,89
2023-08-14;;Н.Новгород;Товар Г;92;6588,42;606134,64
16.06.2023;Romashka Ltd;Yekaterinburg;Товар Б;95;1098,02;104311,90
02/08/23;"ОАО ""Газпром""";Санкт-Петербург;Товар В;90;8571,42;771427,80
05/17/23;ООО Яндекс;N.Novgorod;Товар Б;21;9424,79;197920,59
2023-09-13;ИП Иванов;ЕКБ;Товар Д; 57 ;5753,33;327939,81
12/08/23;ГАЗПРОМ;N.Novgorod;Товар Г;91;5837,83;531242,53
18.03.2023;Яндекс;Moskva;Товар В;51;637;35905,64
2023-09-08;Tehnosila LLC;Екб;Товар Г;45;7248,24;326170,80
05/02/23;ромашка;НН;Товар А; 26 ;9782,10;254334,60
2023-10-21;РОМАШКА ООО;Нск;Товар Б;27; 9292,52₽ ;250898,04
2023-11-26;YANDEX;N.Novgorod;Товар А;12;6572,17;78866,04
2023-04-11;;Н.Новгород;Товар А;78;579,32;45186,96
2023-03-02;Tehnosila LLC;НН;Товар А;15; 983,44₽ ;14751,60
03/08/23;газпром оао;НСК;Товар В;85;4432,61;376771,85
20.04.2023;Gazprom;новосибирск;Товар Д;2;8781,04;17562,08
25.05.2023;"ООО ""Ромашка""";екатеринбург;Товар Д;18;5806,65;104519,70
12.07.2023;Gazprom;Нск;Товар В;93;8123;755494,80
12/08/23;яндекс ооо;Екатеринбург;Товар А;30;2827,07;84812,10
2023-07-07;Romashka Ltd;Москва;Товар А;-96;9901,99;-950591,04
2023-03-24;;ЕКБ;Товар Г;93;4319,37;401701,41
2023-05-25;РОМАШКА ООО;С-Петербург;Товар Б;-88;7041;-619686,32
2023-01-09;"ЗАО ""Техносила""";Yekaterinburg;Товар Г;48;6266,77;300804,96
06/28/23;ИП Иванов;С-Петербург;Товар А;18; 4398,43₽ ;79171,74
;;;;;;
2023-03-02;ромашка;N.Novgorod;Товар Д;30; 7658,10₽ ;229743,00
22.09.2023;ООО Ромашка;N.Novgorod;Товар Г;-14;7225,95;-101163,30
04/11/23;РОМАШКА ООО;НСК;Товар В;11;2948,48;32433,28
04/13/23;"ООО ""Яндекс""";Москва;Товар Б;45;3617,80;162801,00
16.01.2023;;СПб;Товар Б;78;9202,62;717804,36
07/21/23;техносила;Екб;Товар Б;-90;670,05;-60304,50
06/19/23;"ООО ""Ромашка""";МОСКВА;Товар Г;86;469,77;40400,22
10.10.2023;"ООО ""Яндекс""";нижний новгород;Товар В; 74 ;2567;190030,52
22.01.2023;газпром оао;Yekaterinburg;Товар Д;64;6100,48;390430,72
04/12/23;РОМАШКА ООО;новосибирск;Товар В;14;1085,81;15079,07
17.05.2023;ИП Иванов;Novosibirsk;Товар Д;86; 5727,78₽ ;492589,08
08.01.2023;Иванов;Novosibirsk;Товар Б;4;4661,34;18645,36
30.07.2023;ИП Иванов;;Товар В;13;5502;71537,70
2023-12-26;газпром оао;НН;Товар Б; 15 ; 4500,12₽ ;67501,80
2023-09-15;Яндекс;москва;Товар Г;34;7602,54;258486,36
09/20/23;Tehnosila LLC;Нск;Товар А;70; 2669,06₽ ;186834,20
2023-08-31;ИП Иванов;новосибирск;Товар В;77;6713,04;516904,08
30.10.2023;ИП Иванов;Novosibirsk;Товар Д;20;5828,10;116562,00
22.11.2023;ромашка;спб;Товар В;12; 3610,64₽ ;43327,68
25.11.2023;ОАО Газпром;нижний новгород;Товар Б;43;7812,40;335933,20
12/10/23;;ЕКБ;Товар В;79;7231,51;571289,29
09/19/23;ООО Ромашка;Новосибирск;Товар Б;21;7624,49;160114,29
06.03.2023;Gazprom;НН;Товар Д;52;6179,39;321328,28
03.09.2023;яндекс ооо;ЕКБ;Товар Г;3;3069,01;9207,03
2023-05-08;газпром оао;Санкт-Петербург;Товар Б;92;4803;441930,28
08.05.2023;Иванов;Екб;Товар В;-100;1739,18;-173918,00
16.03.2023;;Новосибирск;Товар Б;-90;5715;-514392,30
2023-09-05;"ООО ""Ромашка""";М.;Товар Д;69;514,13;34065,97
10.10.2023;;С-Петербург;Товар А;29;9199,26;266778,54
2023-11-12;ИП ИВАНОВ;Yekaterinburg;Товар Д;71;3873,51;275019,21
2023-06-24;;Moskva;Товар Д;87;7832,36;681415,32
22.12.2023;;москва;Товар А;30;7735,79;232073,70
2023-07-30;РОМАШКА ООО;С-Петербург;Товар Д;-8;345,25;-2762,00
2023-06-02;;новосибирск;Товар В;95;4370,27;415175,65
24.03.2023;Иванов ИП;Нск;Товар Г;-44;4561,15;-200690,60
2023-04-09;ООО Ромашка;спб;Товар В;34;7854,46;267051,64
25.12.2023;РОМАШКА ООО;Новосибирск;Товар В;-30;9325,96;-279778,80
19.03.2023;яндекс ооо;Novosibirsk;Товар Г;89;1429;105835,86
05/24/23;техносила;Екб;Товар В;69; 9934,40₽ ;685473,60
02.10.2023;ОАО Газпром;новосибирск;Товар Г;72;1811,60;130435,20
01/07/23;Romashka Ltd;Novosibirsk;Товар Б;82;7331;601176,44
2023-04-28;ЗАО Техносила;Нск;Товар Г;97;3568,51;346145,47
21.09.2023;Romashka Ltd;екатеринбург;Товар Б;65;7989,47;611664,97
05/11/23;ООО Яндекс;N.Novgorod;Товар Б;10;1626,22;16262,20
2023-11-11;ОАО Газпром;ЕКБ;Товар А;58;7665,16;444579,28
03/27/23;"ОАО ""Газпром""";Н.Новгород;Товар А;-61;5474;-333958,53
05/07/23;"ООО ""Яндекс""";МОСКВА;Товар Б;42;1533,78;64418,76
06.06.2023;"ООО ""Яндекс""";N.Novgorod;Товар А;92;5101;469296,60
30.03.2023;Иванов;Нск;Товар Г;7;5397;37781,03
2023-04-22;;Н.Новгород;Товар В;31;5412,65;167792,15
2023-10-03;Gazprom;Yekaterinburg;Товар Б;98;9932,76;973410,48
03.09.2023;Tehnosila LLC;С-Петербург;Товар А;12;5450,43;65405,16
2023-03-09;ООО Яндекс;НСК;Товар Б;31;9760,28;302568,68
07/20/23;Gazprom;Санкт-Петербург;Товар Д;7; 2199,70₽ ;13038,78
05.04.2023;;нижний новгород;Товар Г;-56;395,02;-22121,12
12/13/23;ООО Ромашка;Saint-Petersburg;Товар Г;12;2428,79;29145,48
2023-11-25;;Екатеринбург;Товар Д;83;4145,81;344102,23
20.02.2023;Иванов И.П.;Москва;Товар Г; 24 ;8191,96;196607,04
07/14/23;ООО Ромашка;МОСКВА;Товар Г;55;9059,37;498265,35
29.12.2023;ИП ИВАНОВ;Москва;Товар Д;42;9231,71;387731,82
09/25/23;"ОАО ""Газпром""";Novosibirsk;Товар Б;38;7283,59;276776,42
2023-08-24;"ОАО ""Газпром""";екатеринбург;Товар Д;16;6638,08;106209,28
07/09/23;техносила;москва;Товар Г;3; 320,54₽ ;961,62
12/26/23;ООО Яндекс;екатеринбург;Товар Б; 49 ;9780;479220,00
10/20/23;"ООО ""Ромашка""";Нск;Товар В;16;7090,06;113440,96
05.11.2023;;Н.Новгород;Товар Д;19;5962,98;113296,62
03/14/23;ГАЗПРОМ;НСК;Товар В;93;1405,71;130731,03
09/06/23;ТЕХНОСИЛА;;Товар Д;19; 5019,76₽ ;95375,44
26.01.2023;"ЗАО ""Техносила""";нижний новгород;Товар Г;36; 2191,59₽ ;78897,24
2023-08-29;"ОАО ""Газпром""";N.Novgorod;Товар В; 1 ;4906,20;4906,20
2023-03-24;;Novosibirsk;Товар Д;99;683,28;67644,72
31.01.2023;Gazprom;Москва;Товар Г;14;3218,34;42582,74
14.08.2023;Gazprom;;Товар А;56;145,57;8151,92
01.12.2023;ГАЗПРОМ;Saint-Petersburg;Товар В;90;1494,41;134496,90
21.10.2023;ТЕХНОСИЛА;ЕКБ;Товар Г;99;972,10;96237,90
31.08.2023;Иванов ИП;москва;Товар А;-5;3582,77;-17913,85
04.04.2023;Иванов ИП;N.Novgorod;Товар В;68;3440,21;233934,28
05/20/23;YANDEX;СПб;Товар Б;92;9316,39;857107,88
06/12/23;ООО Яндекс;Saint-Petersburg;Товар Б; 70 ;3406,53;238457,10
01/26/23;ЗАО Техносила;Нск;Товар Б;27; 196,36₽ ;5301,72
16.06.2023;ОАО Газпром;Saint-Petersburg;Товар Д;14; 925,01₽ ;12950,14
18.07.2023;;Новосибирск;Товар Г;88;1853,76;163130,88
2023-04-30;Иванов;москва;Товар А;11;9021,06;99231,66
31.01.2023;ТЕХНОСИЛА;нижний новгород;Товар А;41;7222,80;296134,80
2023-12-02;Tehnosila LLC;ЕКБ;Товар Г; 37 ; 8364,06₽ ;309470,22
04/08/23;;Нск;Товар Д;-87;2382;-198415,33
2023-12-13;яндекс ооо;СПб;Товар Д; 16 ;3547,28;56756,48
2023-09-17;;екатеринбург;Товар Д;13;3434,43;44647,59
2023-07-03;техносила;Новосибирск;Товар В; 50 ;687,32;34366,00
26.11.2023;Gazprom;екатеринбург;Товар Д;50;536,48;26824,00
05/17/23;Иванов И.П.;Yekaterinburg;Товар В;75; 8632,69₽ ;647451,75
2023-08-23;ИП Иванов;Москва;Товар В; 2 ;2203,91;4407,82
05.04.2023;Tehnosila LLC;Санкт-Петербург;Товар Б;85;1579,57;134263,45
05.02.2023;ромашка;Нижний Новгород;Товар Г; 87 ;2518,42;219102,54
07/31/23;Romashka Ltd;Moskva;Товар Г;57;9282,43;529098,51
2023-08-22;Gazprom;екатеринбург;Товар Д; 24 ;5974,85;143396,40
24.01.2023;ИП ИВАНОВ;Санкт-Петербург;Товар Б;59;869,60;53273,24
01/01/23;техносила;спб;Товар Д;1; 9578,61₽ ;9578,61
05.12.2023;техносила;Екб;Товар Д;74;6895,31;510252,94
2023-09-15;ЗАО Техносила;москва;Товар В;73;4757;347290,93
2023-01-23;яндекс ооо;спб;Товар Д; 28 ;9792,99;274203,72
2023-09-03;Иванов;Saint-Petersburg;Товар А;66; 4820,04₽ ;318122,64
2023-04-20;ООО Яндекс;спб;Товар Б;8;4924,02;39392,16
09/26/23;техносила;нижний новгород;Товар А;87; 229,15₽ ;19936,05
26.01.2023;"ООО ""Яндекс""";спб;Товар Б;92;9310,64;856578,88
10.04.2023;яндекс ооо;Екб;Товар В;7;128;899,99
01.11.2023;Tehnosila LLC;Нск;Товар Д;13;7702,26;100129,38
2023-02-15;Яндекс;москва;Товар Г; 78 ;9454,41;737443,98
15.01.2023;YANDEX;С-Петербург;Товар Г;51;8034,44;409756,44
14.09.2023;"ЗАО ""Техносила""";Нск;Товар Г;51;8920,15;454927,65
2023-02-13;техносила;Saint-Petersburg;Товар В;39;4371,70;170496,30
2023-04-07;;Нижний Новгород;Товар Б;59;3914,87;230977,33
17.03.2023;ТЕХНОСИЛА;N.Novgorod;Товар Д;90;1103,98;99358,20
01/21/23;газпром оао;ЕКБ;Товар Д;53;3180;168552,72
12/16/23;"ОАО ""Газпром""";спб;Товар В;59; 3719,77₽ ;219466,43
26.04.2023;Иванов И.П.;МОСКВА;Товар Б; 10 ;8361,09;83610,90
07/11/23;Tehnosila LLC;новосибирск;Товар Д;87;4589,96;399326,52
2023-05-18;ООО Яндекс;СПб;Товар Б;56;8586,74;480857,44
2023-09-15;ТЕХНОСИЛА;С-Петербург;Товар Б;-44; 7007,64₽ ;-308336,16
11/13/23;"ООО ""Ромашка""";Санкт-Петербург;Товар Д;19;5799,59;110192,21
03.05.2023;Иванов;Нск;Товар Д;16;9337,94;149407,04
11/30/23;ИП Иванов;Moskva;Товар В;40;4582,77;183310,80
2023-02-23;;Нижний Новгород;Товар А;64; 9205,55₽ ;589155,20
07/08/23;"ОАО ""Газпром""";Санкт-Петербург;Товар В;95;9067,85;861445,75
11/30/23;РОМАШКА ООО;Нижний Новгород;Товар А;89;8765,59;780137,51
20.08.2023;ТЕХНОСИЛА;Новосибирск;Товар Б; 60 ; 2858,71₽ ;171522,60
2023-11-19;Tehnosila LLC;;Товар В;42; 551,74₽ ;23173,08
16.12.2023;;Санкт-Петербург;Товар Б;16;2344,42;37510,72
2023-04-22;ООО Яндекс;Екатеринбург;Товар А;26;3524,05;91625,30
01/14/23;YANDEX;Екатеринбург;Товар В;17;3587,26;60983,42
01.05.2023;Romashka Ltd;НН;Товар Б;90;6073,56;546620,40
2023-12-20;ИП ИВАНОВ;спб;Товар Г; 55 ; 3565,08₽ ;196079,40
01/26/23;ГАЗПРОМ;ЕКБ;Товар А;98;8550;837904,90
03/21/23;"ОАО ""Газпром""";екатеринбург;Товар Б; 91 ;8604,40;783000,40
2023-12-29;Иванов;Екатеринбург;Товар Г;97;9798,81;950484,57
2023-03-14;;Moskva;Товар В;33;9904,86;326860,38
2023-12-07;ИП Иванов;Нск;Товар Г;24;9931,27;238350,48
2023-05-05;YANDEX;спб;Товар А; 69 ;4028,52;277967,88
01/04/23;"ОАО ""Газпром""";НН;Товар Д;42;810,20;34028,40
2023-09-18;ИП ИВАНОВ;N.Novgorod;Товар В; 50 ;7331;366596,50
19.10.2023;ИП Иванов;Н.Новгород;Товар А;55;867,18;47694,90
20.05.2023;;N.Novgorod;Товар Б;76;3641,75;236595,29
10.05.2023;ИП Иванов;москва;Товар Г;13; 1581,74₽ ;20562,62
05/05/23;газпром оао;екатеринбург;Товар Г; 52 ;9553;496777,84
05.09.2023;газпром оао;Санкт-Петербург;Товар Г;87;3457,28;300783,36
11/29/23;ООО Яндекс;Нижний Новгород;Товар В;26;7722,64;200788,64
2023-12-11;ЗАО Техносила;Moskva;Товар Б;16;332,84;5325,44
05/25/23;Иванов ИП;;Товар Б;54;3131,09;169078,86
2023-06-02;Иванов ИП;москва;Товар Б;50;9907,02;444679,35
06/11/23;ромашка;новосибирск;Товар Д;55; 4469,66₽ ;245831,30
2023-11-29;"ЗАО ""Техносила""";;Товар В;-76; 3743,27₽ ;-284488,52
08/25/23;Иванов ИП;москва;Товар Д;38;5639,95;214318,10
05/25/23;Иванов ИП;НН;Товар В;96;7877,09;756200,64
2023-10-19;яндекс ооо;нижний новгород;Товар В;36;5791,71;230108,20
12/03/23;;Новосибирск;Товар Б;78;2263,41;176545,98
2023-09-25;РОМАШКА ООО;Moskva;Товар Д;58;1239;71915,36
09/23/23;"ООО ""Яндекс""";Нск;Товар Д;17; 2519,90₽ ;42838,30
08/10/23;"ООО ""Ромашка""";ЕКБ;Товар А;4; 3622,14₽ ;14488,56
08/25/23;техносила;ЕКБ;Товар В;75; 4766,40₽ ;357480,00
2023-02-10;"ООО ""Ромашка""";Нск;Товар Б;34; 2290,74₽ ;77885,16
2023-10-09;Иванов ИП;СПб;Товар Б;-86;2561,74;-220309,64
04/17/23;ИП ИВАНОВ;нижний новгород;Товар Д;95;4022,83;426725,11
2023-11-30;Romashka Ltd;С-Петербург;Товар Д;7;987,74;6914,18
02/02/23;ромашка;Новосибирск;Товар Б;69;9477,77;653966,13
05/24/23;Tehnosila LLC;N.Novgorod;Товар Б;26;1617;39206,92
10/21/23;ООО Ромашка;спб;Товар Г;60;1316,27;78976,20
01/06/23;яндекс ооо;ЕКБ;Товар В;32;2852;91268,48
2023-03-30;"ОАО ""Газпром""";Екатеринбург;Товар А;28; 7944,80₽ ;222454,40
23.08.2023;Gazprom;;Товар Г;92;7990,98;735170,16
07/31/23;"ОАО ""Газпром""";НН;Товар Г;83;8265,92;686071,36
04/04/23;техносила;спб;Товар Г;20;1568,55;31371,00
2023-06-12;Gazprom;Новосибирск;Товар Д;37; 7274,60₽ ;269160,20
05/08/23;яндекс ооо;Санкт-Петербург;Товар А;12;4633,11;55597,32
2023-12-19;YANDEX;Н.Новгород;Товар А;59;4898,84;289031,56
03.11.2023;РОМАШКА ООО;ЕКБ;Товар В;23; 8984,26₽ ;206637,98
31.03.2023;ОАО Газпром;N.Novgorod;Товар Б;72;3671,09;264318,48
2023-07-12;Иванов;Нижний Новгород;Товар Б;-25;5441,83;-136045,75
2023-08-15;Иванов ИП;Екб;Товар Д;-75;4699;-352484,25
2023-12-16;;НН;Товар Б;88;7049,71;620374,48
2023-03-23;ЗАО Техносила;С-Петербург;Товар Г;61;9129;556886,08
07/24/23;газпром оао;Нижний Новгород;Товар Б;20;3293,55;65871,00
22.01.2023;ЗАО Техносила;Н.Новгород;Товар Г;30;7230,00;216900,00
2023-06-01;ромашка;москва;Товар В;80; 5557,13₽ ;444570,40
24.02.2023;"ОАО ""Газпром""";;Товар Д;69; 8569,84₽ ;591318,96
