enrollment_id;student_id;course_id;professor_id;semester;year;enrollment_date;letter_grade;grade_points
3726;1182;16;10;Fall;2022;2022-08-16;C-;1,7
3727;1182;44;38;Fall;2022;2022-08-16;B;3,0
3728;1182;34;13;Fall;2022;2022-08-16;B+;3,3
3729;1183;17;27;Spring;2022;2022-01-20;B-;2,7
3730;1183;1;25;Spring;2022;2022-01-20;C+;2,3
3731;1183;64;40;Spring;2022;2022-01-20;A;4,0
3732;1183;40;5;Spring;2022;2022-01-20;C+;2,3
3733;1183;9;18;Spring;2022;2022-01-20;C;2,0
3734;1183;62;40;Spring;2022;2022-01-20;B-;2,7
3735;1183;45;30;Fall;2024;2024-08-26;B;3,0
3736;1183;50;31;Fall;2024;2024-08-26;A;4,0
3737;1183;10;26;Fall;2024;2024-08-26;B+;3,3
3738;1183;29;36;Fall;2024;2024-08-26;A-;3,7
3739;1183;13;26;Fall;2024;2024-08-26;B+;3,3
3740;1183;41;30;Fall;2024;2024-08-26;B;3,0
3741;1183;40;5;Spring;2020;2020-01-25;D;1,0
3742;1183;17;27;Spring;2020;2020-01-25;B+;3,3
3743;1183;30;28;Spring;2020;2020-01-25;B+;3,3
3744;1183;48;38;Spring;2020;2020-01-25;B;3,0
3745;1183;12;10;Spring;2020;2020-01-25;A;4,0
3746;1183;53;31;Spring;2020;2020-01-25;C;2,0
3747;1184;45;30;Fall;2022;2022-08-26;B;3,0
3748;1184;6;17;Fall;2022;2022-08-26;C+;2,3
3749;1184;16;10;Fall;2022;2022-08-26;B+;3,3
3750;1184;28;28;Fall;2022;2022-08-20;B+;3,3
3751;1184;14;2;Fall;2022;2022-08-20;B-;2,7
3752;1184;44;38;Fall;2022;2022-08-20;A-;3,7
3753;1184;34;13;Spring;2022;2022-01-29;B+;3,3
3754;1184;32;4;Spring;2022;2022-01-29;A-;3,7
3755;1184;46;6;Spring;2022;2022-01-29;B;3,0
3756;1184;47;22;Spring;2023;2023-01-29;B+;3,3
3757;1184;42;14;Spring;2023;2023-01-29;B+;3,3
3758;1184;49;7;Spring;2023;2023-01-29;A;4,0
3759;1184;26;28;Spring;2023;2023-01-18;B;3,0
3760;1184;2;9;Spring;2023;2023-01-18;C;2,0
3761;1184;39;37;Spring;2023;2023-01-18;A;4,0
3762;1184;37;29;Spring;2023;2023-01-18;F;0,0
3763;1184;7;1;Spring;2023;2023-01-18;B;3,0
3764;1184;17;27;Spring;2023;2023-01-18;C+;2,3
3765;1184;36;21;Fall;2021;2021-08-28;C+;2,3
3766;1184;31;20;Fall;2021;2021-08-28;C+;2,3
3767;1184;64;40;Fall;2021;2021-08-28;C+;2,3
3768;1187;27;20;Fall;2022;2022-08-23;C;2,0
3769;1187;59;24;Fall;2022;2022-08-23;A;4,0
3770;1187;28;28;Fall;2022;2022-08-23;B+;3,3
3771;1187;48;38;Fall;2021;2021-08-17;C+;2,3
3772;1187;61;24;Fall;2021;2021-08-17;B-;2,7
3773;1187;17;27;Fall;2021;2021-08-17;A-;3,7
3774;1187;54;31;Spring;2022;2022-01-27;A-;3,7
3775;1187;28;28;Spring;2022;2022-01-27;C+;2,3
3776;1187;31;20;Spring;2022;2022-01-27;B+;3,3
3777;1187;53;31;Spring;2023;2023-01-29;B+;3,3
3778;1187;38;13;Spring;2023;2023-01-29;C;2,0
3779;1187;64;40;Spring;2023;2023-01-29;B;3,0
3780;1187;23;19;Spring;2020;2020-01-16;A;4,0
3781;1187;10;26;Spring;2020;2020-01-16;B;3,0
3782;1187;11;26;Spring;2020;2020-01-16;C-;1,7
3783;1189;41;30;Spring;2022;2022-01-21;B+;3,3
3784;1189;35;13;Spring;2022;2022-01-21;B;3,0
3785;1189;54;31;Spring;2022;2022-01-21;A;4,0
3786;1189;48;38;Fall;2020;2020-08-25;B+;3,3
3787;1189;17;27;Fall;2020;2020-08-25;B+;3,3
3788;1189;1;25;Fall;2020;2020-08-25;C;2,0
3789;1189;31;20;Spring;2023;2023-01-20;A;4,0
3790;1189;49;7;Spring;2023;2023-01-20;A;4,0
3791;1189;54;31;Spring;2023;2023-01-20;B;3,0
3792;1189;61;24;Fall;2023;2023-08-28;A-;3,7
3793;1189;23;19;Fall;2023;2023-08-28;B;3,0
3794;1189;6;17;Fall;2023;2023-08-28;A-;3,7
3795;1190;54;31;Fall;2020;2020-08-16;A-;3,7
3796;1190;49;7;Fall;2020;2020-08-16;A;4,0
3797;1190;39;37;Fall;2020;2020-08-16;B+;3,3
3798;1190;21;19;Fall;2020;2020-08-16;C-;1,7
3799;1190;23;19;Spring;2020;2020-01-27;C-;1,7
3800;1190;12;10;Spring;2020;2020-01-27;C;2,0
3801;1190;29;36;Spring;2020;2020-01-27;B;3,0
3802;1190;13;26;Spring;2020;2020-01-27;B;3,0
3803;1190;20;11;Spring;2022;2022-01-22;C;2,0
3804;1190;32;4;Spring;2022;2022-01-22;A;4,0
3805;1190;30;28;Spring;2022;2022-01-22;A;4,0
3806;1190;58;8;Spring;2022;2022-01-22;C+;2,3
3807;1191;38;13;Spring;2020;2020-01-26;B;3,0
3808;1191;7;1;Spring;2020;2020-01-26;C;2,0
3809;1191;51;31;Spring;2020;2020-01-26;C+;2,3
3810;1191;56;31;Spring;2020;2020-01-26;C;2,0
3811;1191;55;7;Spring;2020;2020-01-26;B;3,0
3812;1191;4;17;Fall;2020;2020-08-19;A;4,0
3813;1191;60;8;Fall;2020;2020-08-19;C;2,0
3814;1191;6;17;Fall;2020;2020-08-19;A;4,0
3815;1191;14;2;Fall;2020;2020-08-19;A-;3,7
3816;1191;63;40;Fall;2020;2020-08-19;B+;3,3
3817;1191;43;30;Spring;2022;2022-01-24;C+;2,3
3818;1191;1;25;Spring;2022;2022-01-24;A-;3,7
3819;1191;27;20;Spring;2022;2022-01-24;A-;3,7
3820;1191;26;28;Spring;2022;2022-01-24;A-;3,7
3821;1191;56;31;Spring;2022;2022-01-24;B-;2,7
3822;1191;21;19;Spring;2020;2020-01-23;A-;3,7
3823;1191;51;31;Spring;2020;2020-01-23;A;4,0
3824;1191;15;10;Spring;2020;2020-01-23;B+;3,3
3825;1191;31;20;Spring;2020;2020-01-23;A;4,0
3826;1191;2;9;Spring;2020;2020-01-23;B-;2,7
3827;1191;32;4;Fall;2021;2021-08-30;B+;3,3
3828;1191;59;24;Fall;2021;2021-08-30;B;3,0
3829;1191;2;9;Fall;2021;2021-08-30;A;4,0
3830;1191;46;6;Fall;2021;2021-08-30;A;4,0
3831;1191;22;11;Fall;2021;2021-08-30;B;3,0
3832;1192;38;13;Spring;2022;2022-01-25;A-;3,7
3833;1192;4;17;Spring;2022;2022-01-25;A;4,0
3834;1192;42;14;Spring;2022;2022-01-25;A-;3,7
3835;1192;35;13;Fall;2024;2024-08-22;A-;3,7
3836;1192;8;1;Fall;2024;2024-08-22;B+;3,3
3837;1192;23;19;Fall;2024;2024-08-22;A;4,0
3838;1192;35;13;Spring;2022;2022-01-23;B+;3,3
3839;1192;40;5;Spring;2022;2022-01-23;A;4,0
3840;1192;33;13;Spring;2022;2022-01-23;B-;2,7
3841;1192;23;19;Spring;2020;2020-01-22;B;3,0
3842;1192;35;13;Spring;2020;2020-01-22;B-;2,7
3843;1192;6;17;Spring;2020;2020-01-22;A-;3,7
3844;1192;64;40;Fall;2021;2021-08-17;C;2,0
3845;1192;35;13;Fall;2021;2021-08-17;B+;3,3
3846;1192;51;31;Fall;2021;2021-08-17;A;4,0
3847;1193;31;20;Fall;2024;2024-08-16;F;0,0
3848;1193;34;13;Fall;2024;2024-08-16;C;2,0
3849;1193;15;10;Fall;2024;2024-08-16;C;2,0
3850;1193;58;8;Fall;2024;2024-08-16;B-;2,7
3851;1193;20;11;Fall;2023;2023-08-21;A;4,0
3852;1193;30;28;Fall;2023;2023-08-21;B+;3,3
3853;1193;6;17;Fall;2023;2023-08-21;C;2,0
3854;1193;47;22;Fall;2023;2023-08-21;B+;3,3
3855;1193;4;17;Spring;2024;2024-01-24;B;3,0
3856;1193;44;38;Spring;2024;2024-01-24;C+;2,3
3857;1193;47;22;Spring;2024;2024-01-24;A-;3,7
3858;1193;63;40;Spring;2024;2024-01-24;B;3,0
3859;1193;26;28;Spring;2021;2021-01-20;B+;3,3
3860;1193;23;19;Spring;2021;2021-01-20;C+;2,3
3861;1193;48;38;Spring;2021;2021-01-20;C-;1,7
3862;1193;46;6;Spring;2021;2021-01-20;A;4,0
3863;1194;50;31;Spring;2022;2022-01-17;A-;3,7
3864;1194;46;6;Spring;2022;2022-01-17;C;2,0
3865;1194;61;24;Spring;2022;2022-01-17;A;4,0
3866;1194;16;10;Spring;2022;2022-01-17;B+;3,3
3867;1194;45;30;Spring;2022;2022-01-17;B-;2,7
3868;1194;62;40;Spring;2022;2022-01-17;A;4,0
3869;1194;26;28;Spring;2021;2021-01-24;B-;2,7
3870;1194;48;38;Spring;2021;2021-01-24;B+;3,3
3871;1194;36;21;Spring;2021;2021-01-24;B;3,0
3872;1194;23;19;Spring;2021;2021-01-24;A;4,0
3873;1194;15;10;Spring;2021;2021-01-24;D;1,0
3874;1194;62;40;Spring;2021;2021-01-24;C;2,0
3875;1194;38;13;Spring;2021;2021-01-29;B-;2,7
3876;1194;31;20;Spring;2021;2021-01-29;A-;3,7
3877;1194;64;40;Spring;2021;2021-01-29;B+;3,3
3878;1194;44;38;Spring;2021;2021-01-29;C;2,0
3879;1194;53;31;Spring;2021;2021-01-29;B-;2,7
3880;1194;60;8;Spring;2021;2021-01-29;C;2,0
3881;1194;51;31;Spring;2020;2020-01-30;B;3,0
3882;1194;55;7;Spring;2020;2020-01-30;C;2,0
3883;1194;37;29;Spring;2020;2020-01-30;A;4,0
3884;1194;4;17;Spring;2020;2020-01-30;A-;3,7
3885;1194;31;20;Spring;2020;2020-01-30;D;1,0
3886;1194;7;1;Spring;2020;2020-01-30;B-;2,7
3887;1194;54;31;Fall;2022;2022-08-15;C;2,0
3888;1194;45;30;Fall;2022;2022-08-15;A;4,0
3889;1194;24;3;Fall;2022;2022-08-15;B+;3,3
3890;1194;59;24;Fall;2022;2022-08-15;B-;2,7
3891;1194;64;40;Fall;2022;2022-08-15;C-;1,7
3892;1194;47;22;Fall;2022;2022-08-15;B-;2,7
3893;1194;47;22;Spring;2022;2022-01-21;B-;2,7
3894;1194;58;8;Spring;2022;2022-01-21;A-;3,7
3895;1194;31;20;Spring;2022;2022-01-21;A-;3,7
3896;1194;29;36;Spring;2022;2022-01-21;B+;3,3
3897;1194;8;1;Spring;2022;2022-01-21;C+;2,3
3898;1194;27;20;Spring;2022;2022-01-21;C;2,0
3899;1194;8;1;Fall;2022;2022-08-20;A-;3,7
3900;1194;30;28;Fall;2022;2022-08-20;C-;1,7
3901;1194;18;19;Fall;2022;2022-08-20;A-;3,7
3902;1194;45;30;Fall;2022;2022-08-20;D;1,0
3903;1194;46;6;Fall;2022;2022-08-20;B;3,0
3904;1194;4;17;Fall;2022;2022-08-20;B-;2,7
3905;1195;31;20;Spring;2021;2021-01-18;B;3,0
3906;1195;19;27;Spring;2021;2021-01-18;C+;2,3
3907;1195;11;26;Spring;2021;2021-01-18;A-;3,7
3908;1195;15;10;Spring;2021;2021-01-18;B+;3,3
3909;1195;51;31;Spring;2021;2021-01-18;B-;2,7
3910;1195;41;30;Spring;2021;2021-01-18;C+;2,3
3911;1195;17;27;Spring;2020;2020-01-24;A-;3,7
3912;1195;24;3;Spring;2020;2020-01-24;A-;3,7
3913;1195;36;21;Spring;2020;2020-01-24;B;3,0
3914;1195;2;9;Spring;2020;2020-01-24;C;2,0
3915;1195;8;1;Spring;2020;2020-01-24;B;3,0
3916;1195;57;24;Spring;2020;2020-01-24;A-;3,7
3917;1195;26;28;Spring;2021;2021-01-18;A;4,0
3918;1195;57;24;Spring;2021;2021-01-18;B;3,0
3919;1195;12;10;Spring;2021;2021-01-18;A;4,0
3920;1195;60;8;Spring;2021;2021-01-18;B+;3,3
3921;1195;40;5;Spring;2021;2021-01-18;B+;3,3
3922;1195;20;11;Spring;2021;2021-01-18;A;4,0
3923;1195;7;1;Fall;2021;2021-08-29;B+;3,3
3924;1195;4;17;Fall;2021;2021-08-29;B;3,0
3925;1195;45;30;Fall;2021;2021-08-29;B;3,0
3926;1195;20;11;Fall;2021;2021-08-29;A;4,0
3927;1195;51;31;Fall;2021;2021-08-29;A;4,0
3928;1195;59;24;Fall;2021;2021-08-29;A-;3,7
3929;1196;11;26;Fall;2024;2024-08-30;D;1,0
3930;1196;29;36;Fall;2024;2024-08-30;B+;3,3
3931;1196;23;19;Fall;2024;2024-08-30;A;4,0
3932;1196;42;14;Fall;2024;2024-08-30;F;0,0
3933;1196;35;13;Fall;2021;2021-08-19;B;3,0
3934;1196;37;29;Fall;2021;2021-08-19;A;4,0
3935;1196;2;9;Fall;2021;2021-08-19;C+;2,3
3936;1196;42;14;Fall;2021;2021-08-19;B-;2,7
3937;1196;7;1;Spring;2023;2023-01-25;D;1,0
3938;1196;11;26;Spring;2023;2023-01-25;A-;3,7
3939;1196;3;33;Spring;2023;2023-01-25;A-;3,7
3940;1196;24;3;Spring;2023;2023-01-25;A-;3,7
3941;1196;32;4;Spring;2020;2020-01-27;C+;2,3
3942;1196;16;10;Spring;2020;2020-01-27;B+;3,3
3943;1196;27;20;Spring;2020;2020-01-27;D;1,0
3944;1196;35;13;Spring;2020;2020-01-27;A;4,0
3945;1198;16;10;Fall;2022;2022-08-15;B;3,0
3946;1198;32;4;Fall;2022;2022-08-15;A-;3,7
3947;1198;39;37;Fall;2022;2022-08-15;A;4,0
3948;1198;49;7;Fall;2022;2022-08-15;C-;1,7
3949;1198;18;19;Fall;2022;2022-08-15;C-;1,7
3950;1198;54;31;Fall;2023;2023-08-21;C+;2,3
3951;1198;24;3;Fall;2023;2023-08-21;A-;3,7
3952;1198;12;10;Fall;2023;2023-08-21;B-;2,7
3953;1198;16;10;Fall;2023;2023-08-21;C;2,0
3954;1198;11;26;Fall;2023;2023-08-21;D;1,0
3955;1198;10;26;Spring;2024;2024-01-19;C+;2,3
3956;1198;1;25;Spring;2024;2024-01-19;B+;3,3
3957;1198;46;6;Spring;2024;2024-01-19;B;3,0
3958;1198;35;13;Spring;2024;2024-01-19;F;0,0
3959;1198;8;1;Spring;2024;2024-01-19;B+;3,3
3960;1198;3;33;Spring;2020;2020-01-16;C;2,0
3961;1198;8;1;Spring;2020;2020-01-16;B-;2,7
3962;1198;12;10;Spring;2020;2020-01-16;C+;2,3
3963;1198;32;4;Spring;2020;2020-01-16;B;3,0
3964;1198;33;13;Spring;2020;2020-01-16;B+;3,3
3965;1198;38;13;Spring;2022;2022-01-30;C;2,0
3966;1198;14;2;Spring;2022;2022-01-30;A-;3,7
3967;1198;64;40;Spring;2022;2022-01-30;A;4,0
3968;1198;9;18;Spring;2022;2022-01-30;B+;3,3
3969;1198;45;30;Spring;2022;2022-01-30;B-;2,7
3970;1198;62;40;Fall;2023;2023-08-19;A-;3,7
3971;1198;13;26;Fall;2023;2023-08-19;A-;3,7
3972;1198;16;10;Fall;2023;2023-08-19;F;0,0
3973;1198;30;28;Fall;2023;2023-08-19;A-;3,7
3974;1198;34;13;Fall;2023;2023-08-19;B;3,0
3975;1200;20;11;Spring;2023;2023-01-20;B+;3,3
3976;1200;12;10;Spring;2023;2023-01-20;B+;3,3
3977;1200;64;40;Spring;2023;2023-01-20;C;2,0
3978;1200;61;24;Spring;2023;2023-01-20;B;3,0
3979;1200;22;11;Spring;2023;2023-01-20;A-;3,7
3980;1200;5;17;Spring;2023;2023-01-20;C;2,0
3981;1200;13;26;Spring;2021;2021-01-23;A;4,0
3982;1200;23;19;Spring;2021;2021-01-23;B+;3,3
3983;1200;17;27;Spring;2021;2021-01-23;B-;2,7
3984;1200;36;21;Spring;2021;2021-01-23;B-;2,7
3985;1200;24;3;Spring;2021;2021-01-23;B;3,0
3986;1200;29;36;Spring;2021;2021-01-23;B+;3,3
3987;1200;54;31;Spring;2024;2024-01-20;A;4,0
3988;1200;61;24;Spring;2024;2024-01-20;F;0,0
3989;1200;37;29;Spring;2024;2024-01-20;C+;2,3
3990;1200;5;17;Spring;2024;2024-01-20;B;3,0
3991;1200;47;22;Spring;2024;2024-01-20;C;2,0
3992;1200;42;14;Spring;2024;2024-01-20;B-;2,7
3993;1200;31;20;Fall;2022;2022-08-29;B;3,0
3994;1200;9;18;Fall;2022;2022-08-29;B+;3,3
3995;1200;42;14;Fall;2022;2022-08-29;C;2,0
3996;1200;22;11;Fall;2022;2022-08-29;B;3,0
3997;1200;5;17;Fall;2022;2022-08-29;A-;3,7
3998;1200;36;21;Fall;2022;2022-08-29;B;3,0
3999;1201;49;7;Spring;2024;2024-01-24;A;4,0
4000;1201;2;9;Spring;2024;2024-01-24;B;3,0
4001;1201;38;13;Spring;2024;2024-01-24;B+;3,3
4002;1201;17;27;Spring;2024;2024-01-24;C+;2,3
4003;1201;30;28;Spring;2021;2021-01-21;B-;2,7
4004;1201;2;9;Spring;2021;2021-01-21;B+;3,3
4005;1201;43;30;Spring;2021;2021-01-21;B-;2,7
4006;1201;7;1;Spring;2021;2021-01-21;D;1,0
4007;1201;5;17;Fall;2020;2020-08-20;B;3,0
4008;1201;4;17;Fall;2020;2020-08-20;C-;1,7
4009;1201;52;23;Fall;2020;2020-08-20;B-;2,7
4010;1201;44;38;Fall;2020;2020-08-20;A;4,0
4011;1201;11;26;Spring;2022;2022-01-17;B+;3,3
4012;1201;47;22;Spring;2022;2022-01-17;B-;2,7
4013;1201;6;17;Spring;2022;2022-01-17;C+;2,3
4014;1201;46;6;Spring;2022;2022-01-17;B+;3,3
4015;1201;58;8;Fall;2024;2024-08-19;C+;2,3
4016;1201;47;22;Fall;2024;2024-08-19;D;1,0
4017;1201;25;4;Fall;2024;2024-08-19;B-;2,7
4018;1201;23;19;Fall;2024;2024-08-19;A;4,0
4019;1202;53;31;Spring;2021;2021-01-26;B;3,0
4020;1202;62;40;Spring;2021;2021-01-26;B;3,0
4021;1202;52;23;Spring;2021;2021-01-26;A-;3,7
4022;1202;19;27;Spring;2021;2021-01-26;B;3,0
4023;1202;2;9;Spring;2021;2021-01-26;B+;3,3
4024;1202;14;2;Spring;2021;2021-01-30;B-;2,7
4025;1202;12;10;Spring;2021;2021-01-30;A;4,0
4026;1202;1;25;Spring;2021;2021-01-30;A-;3,7
4027;1202;48;38;Spring;2021;2021-01-30;B;3,0
4028;1202;24;3;Spring;2021;2021-01-30;A-;3,7
4029;1202;43;30;Fall;2020;2020-08-25;B;3,0
4030;1202;59;24;Fall;2020;2020-08-25;B+;3,3
4031;1202;2;9;Fall;2020;2020-08-25;A;4,0
4032;1202;51;31;Fall;2020;2020-08-25;C-;1,7
4033;1202;1;25;Fall;2020;2020-08-25;B+;3,3
4034;1202;10;26;Fall;2020;2020-08-23;C;2,0
4035;1202;55;7;Fall;2020;2020-08-23;C+;2,3
4036;1202;54;31;Fall;2020;2020-08-23;A;4,0
4037;1202;1;25;Fall;2020;2020-08-23;A;4,0
4038;1202;44;38;Fall;2020;2020-08-23;A-;3,7
4039;1203;17;27;Fall;2020;2020-08-23;A-;3,7
4040;1203;56;31;Fall;2020;2020-08-23;B+;3,3
4041;1203;55;7;Fall;2020;2020-08-23;C;2,0
4042;1203;43;30;Fall;2020;2020-08-23;D;1,0
4043;1203;23;19;Fall;2020;2020-08-23;B-;2,7
4044;1203;47;22;Spring;2023;2023-01-21;A;4,0
4045;1203;25;4;Spring;2023;2023-01-21;C+;2,3
4046;1203;44;38;Spring;2023;2023-01-21;A-;3,7
4047;1203;17;27;Spring;2023;2023-01-21;B;3,0
4048;1203;5;17;Spring;2023;2023-01-21;C+;2,3
4049;1203;13;26;Spring;2024;2024-01-17;B-;2,7
4050;1203;56;31;Spring;2024;2024-01-17;B+;3,3
4051;1203;35;13;Spring;2024;2024-01-17;A;4,0
4052;1203;52;23;Spring;2024;2024-01-17;A;4,0
4053;1203;19;27;Spring;2024;2024-01-17;B-;2,7
4054;1203;1;25;Fall;2022;2022-08-17;B;3,0
4055;1203;44;38;Fall;2022;2022-08-17;B;3,0
4056;1203;55;7;Fall;2022;2022-08-17;F;0,0
4057;1203;46;6;Fall;2022;2022-08-17;B;3,0
4058;1203;29;36;Fall;2022;2022-08-17;F;0,0
4059;1203;28;28;Spring;2021;2021-01-21;D;1,0
4060;1203;8;1;Spring;2021;2021-01-21;A;4,0
4061;1203;3;33;Spring;2021;2021-01-21;C-;1,7
4062;1203;10;26;Spring;2021;2021-01-21;C;2,0
4063;1203;53;31;Spring;2021;2021-01-21;A;4,0
4064;1203;26;28;Spring;2023;2023-01-16;B+;3,3
4065;1203;40;5;Spring;2023;2023-01-16;C;2,0
4066;1203;32;4;Spring;2023;2023-01-16;A-;3,7
4067;1203;15;10;Spring;2023;2023-01-16;A;4,0
4068;1203;13;26;Spring;2023;2023-01-16;A;4,0
4069;1203;56;31;Spring;2020;2020-01-26;C-;1,7
4070;1203;13;26;Spring;2020;2020-01-26;C;2,0
4071;1203;47;22;Spring;2020;2020-01-26;B+;3,3
4072;1203;18;19;Spring;2020;2020-01-26;A;4,0
4073;1203;44;38;Spring;2020;2020-01-26;A-;3,7
4074;1203;51;31;Spring;2022;2022-01-24;C+;2,3
4075;1203;9;18;Spring;2022;2022-01-24;A;4,0
4076;1203;10;26;Spring;2022;2022-01-24;C+;2,3
4077;1203;28;28;Spring;2022;2022-01-24;A-;3,7
4078;1203;26;28;Spring;2022;2022-01-24;A-;3,7
4079;1204;13;26;Fall;2024;2024-08-22;B-;2,7
4080;1204;9;18;Fall;2024;2024-08-22;B;3,0
4081;1204;17;27;Fall;2024;2024-08-22;A;4,0
4082;1204;59;24;Fall;2024;2024-08-22;C-;1,7
4083;1204;16;10;Fall;2024;2024-08-22;C-;1,7
4084;1204;36;21;Fall;2024;2024-08-22;B+;3,3
4085;1204;32;4;Spring;2024;2024-01-23;C;2,0
4086;1204;26;28;Spring;2024;2024-01-23;B-;2,7
4087;1204;51;31;Spring;2024;2024-01-23;A;4,0
4088;1204;18;19;Spring;2024;2024-01-23;C;2,0
4089;1204;16;10;Spring;2024;2024-01-23;B;3,0
4090;1204;30;28;Spring;2024;2024-01-23;A;4,0
4091;1204;21;19;Spring;2023;2023-01-16;B;3,0
4092;1204;7;1;Spring;2023;2023-01-16;B+;3,3
4093;1204;40;5;Spring;2023;2023-01-16;B-;2,7
4094;1204;25;4;Spring;2023;2023-01-16;A-;3,7
4095;1204;57;24;Spring;2023;2023-01-16;C;2,0
4096;1204;52;23;Spring;2023;2023-01-16;A-;3,7
4097;1204;30;28;Fall;2021;2021-08-22;B;3,0
4098;1204;42;14;Fall;2021;2021-08-22;C;2,0
4099;1204;48;38;Fall;2021;2021-08-22;A-;3,7
4100;1204;56;31;Fall;2021;2021-08-22;A;4,0
4101;1204;49;7;Fall;2021;2021-08-22;C+;2,3
4102;1204;13;26;Fall;2021;2021-08-22;B;3,0
4103;1204;24;3;Fall;2022;2022-08-24;A-;3,7
4104;1204;51;31;Fall;2022;2022-08-24;B+;3,3
4105;1204;57;24;Fall;2022;2022-08-24;B+;3,3
4106;1204;45;30;Fall;2022;2022-08-24;D;1,0
4107;1204;44;38;Fall;2022;2022-08-24;C+;2,3
4108;1204;23;19;Fall;2022;2022-08-24;B+;3,3
4109;1204;47;22;Spring;2023;2023-01-20;B;3,0
4110;1204;26;28;Spring;2023;2023-01-20;A;4,0
4111;1204;51;31;Spring;2023;2023-01-20;B+;3,3
4112;1204;15;10;Spring;2023;2023-01-20;B;3,0
4113;1204;10;26;Spring;2023;2023-01-20;A;4,0
4114;1204;19;27;Spring;2023;2023-01-20;A-;3,7
4115;1204;36;21;Fall;2023;2023-08-30;A-;3,7
4116;1204;20;11;Fall;2023;2023-08-30;B-;2,7
4117;1204;31;20;Fall;2023;2023-08-30;B;3,0
4118;1204;54;31;Fall;2023;2023-08-30;C;2,0
4119;1204;19;27;Fall;2023;2023-08-30;B+;3,3
4120;1204;33;13;Fall;2023;2023-08-30;A;4,0
4121;1205;59;24;Spring;2024;2024-01-28;C+;2,3
4122;1205;3;33;Spring;2024;2024-01-28;B+;3,3
4123;1205;44;38;Spring;2024;2024-01-28;B;3,0
4124;1205;25;4;Spring;2022;2022-01-21;B;3,0
4125;1205;56;31;Spring;2022;2022-01-21;B;3,0
4126;1205;5;17;Spring;2022;2022-01-21;A-;3,7
4127;1205;18;19;Fall;2021;2021-08-21;C-;1,7
4128;1205;44;38;Fall;2021;2021-08-21;B;3,0
4129;1205;39;37;Fall;2021;2021-08-21;A-;3,7
4130;1205;28;28;Fall;2024;2024-08-30;C+;2,3
4131;1205;43;30;Fall;2024;2024-08-30;C+;2,3
4132;1205;60;8;Fall;2024;2024-08-30;D;1,0
4133;1206;3;33;Fall;2023;2023-08-23;A;4,0
4134;1206;16;10;Fall;2023;2023-08-23;B;3,0
4135;1206;43;30;Fall;2023;2023-08-23;B;3,0
4136;1206;53;31;Spring;2020;2020-01-18;B-;2,7
4137;1206;56;31;Spring;2020;2020-01-18;B;3,0
4138;1206;17;27;Spring;2020;2020-01-18;C+;2,3
4139;1206;5;17;Spring;2023;2023-01-17;B+;3,3
4140;1206;4;17;Spring;2023;2023-01-17;C+;2,3
4141;1206;45;30;Spring;2023;2023-01-17;A-;3,7
4142;1206;17;27;Spring;2024;2024-01-24;C+;2,3
4143;1206;37;29;Spring;2024;2024-01-24;C-;1,7
4144;1206;31;20;Spring;2024;2024-01-24;B+;3,3
4145;1206;5;17;Fall;2021;2021-08-21;A-;3,7
4146;1206;62;40;Fall;2021;2021-08-21;B+;3,3
4147;1206;54;31;Fall;2021;2021-08-21;D;1,0
4148;1206;54;31;Fall;2024;2024-08-25;A-;3,7
4149;1206;64;40;Fall;2024;2024-08-25;B-;2,7
4150;1206;42;14;Fall;2024;2024-08-25;A;4,0
4151;1206;50;31;Fall;2023;2023-08-23;A;4,0
4152;1206;60;8;Fall;2023;2023-08-23;B-;2,7
4153;1206;35;13;Fall;2023;2023-08-23;B-;2,7
4154;1206;56;31;Spring;2022;2022-01-30;B-;2,7
4155;1206;11;26;Spring;2022;2022-01-30;D;1,0
4156;1206;53;31;Spring;2022;2022-01-30;B-;2,7
4157;1207;46;6;Fall;2023;2023-08-27;B+;3,3
4158;1207;33;13;Fall;2023;2023-08-27;C-;1,7
4159;1207;17;27;Fall;2023;2023-08-27;A;4,0
4160;1207;30;28;Fall;2023;2023-08-27;C;2,0
4161;1207;18;19;Fall;2023;2023-08-27;B+;3,3
4162;1207;47;22;Fall;2023;2023-08-27;B-;2,7
4163;1207;7;1;Spring;2020;2020-01-18;C;2,0
4164;1207;34;13;Spring;2020;2020-01-18;A;4,0
4165;1207;31;20;Spring;2020;2020-01-18;C+;2,3
4166;1207;29;36;Spring;2020;2020-01-18;A-;3,7
4167;1207;26;28;Spring;2020;2020-01-18;C;2,0
4168;1207;32;4;Spring;2020;2020-01-18;A-;3,7
4169;1207;43;30;Fall;2024;2024-08-27;B-;2,7
4170;1207;1;25;Fall;2024;2024-08-27;A-;3,7
4171;1207;62;40;Fall;2024;2024-08-27;C-;1,7
4172;1207;32;4;Fall;2024;2024-08-27;B;3,0
4173;1207;22;11;Fall;2024;2024-08-27;C+;2,3
4174;1207;47;22;Fall;2024;2024-08-27;A-;3,7
4175;1207;12;10;Spring;2020;2020-01-26;C-;1,7
4176;1207;41;30;Spring;2020;2020-01-26;C-;1,7
4177;1207;26;28;Spring;2020;2020-01-26;C+;2,3
4178;1207;8;1;Spring;2020;2020-01-26;A-;3,7
4179;1207;21;19;Spring;2020;2020-01-26;A;4,0
4180;1207;17;27;Spring;2020;2020-01-26;B;3,0
4181;1207;27;20;Fall;2024;2024-08-24;B;3,0
