customer_id;recency;frequency;monetary;first_purchase_date;last_purchase_date;customer_lifetime_days;avg_days_between_purchases;avg_transaction_amount;purchase_trend;spending_trend;is_active_customer;acquisition_channel;favorite_category;registration_month;user_profile
3833;366;24;13074,25;2023-03-10;2023-09-03;539;91,83;92,53;-0,09;-0,17;True;Органика;Дом и сад;2023-07;Потерянные
3834;69;37;11237,37;2023-03-10;2023-09-04;291;196,74;91,70;0,59;0,36;True;Контекстная реклама;Спорт;2023-07;Чемпионы
3835;299;24;13037,92;2023-03-10;2023-09-04;662;62,78;322,95;-0,57;0,26;True;Рефералы;Спорт;2023-07;Потерянные
3836;296;38;8071,49;2023-03-11;2023-09-04;181;51,86;256,76;0,81;-0,67;True;Email;Книги;2023-07;Новые
3837;203;34;11290,55;2023-03-11;2023-09-04;242;129,42;330,75;0,58;0,03;True;Органика;Спорт;2023-07;Потерянные
3838;61;40;2143,97;2023-03-11;2023-09-04;263;78,74;303,20;-0,33;-0,45;False;Email;Книги;2023-07;Потенциальные
3839;314;47;5256,71;2023-03-11;2023-09-04;652;127,14;370,40;-0,64;0,12;False;Email;Дом и сад;2023-07;Рискующие
3840;161;15;5873,76;2023-03-11;2023-09-04;390;64,47;363,46;-0,44;0,48;False;Органика;Одежда;2023-07;Потерянные
3841;331;11;7693,87;2023-03-11;2023-09-04;349;125,49;332,26;-0,33;-0,84;False;Органика;Одежда;2023-07;Новые
3842;528;22;13939,69;2023-03-11;2023-09-05;251;58,77;232,06;0,11;0,03;True;Контекстная реклама;Электроника;2023-07;Рискующие
3843;338;54;13120,73;2023-03-11;2023-09-05;239;14,94;178,60;-0,91;0,24;False;Социальные сети;Спорт;2023-07;Лояльные
3844;606;24;2061,16;2023-03-11;2023-09-05;425;182,87;242,25;0,83;-0,41;True;Органика;Электроника;2023-07;Новые
3845;304;1;2633,21;2023-03-12;2023-09-05;612;177,23;240,66;-0,80;0,91;False;Социальные сети;Электроника;2023-07;Потерянные
3846;503;18;5396,73;2023-03-12;2023-09-05;518;194,31;275,29;-0,44;0,04;False;Социальные сети;Одежда;2023-07;Потерянные
3847;338;44;4396,62;2023-03-12;2023-09-05;630;144,72;139,55;-0,78;-0,63;False;Социальные сети;Спорт;2023-07;Чемпионы
3848;550;12;9240,83;2023-03-12;2023-09-05;493;138,13;289,80;-0,49;-0,78;False;Социальные сети;Одежда;2023-07;Лояльные
3849;639;43;13546,50;2023-03-12;2023-09-05;653;114,01;226,11;0,68;0,08;False;Органика;Электроника;2023-07;Чемпионы
3850;275;28;14436,26;2023-03-12;2023-09-06;481;29,56;278,47;0,23;-0,25;True;Email;Спорт;2023-07;Рискующие
3851;164;40;9821,36;2023-03-12;2023-09-06;442;41,90;156,67;-0,55;-0,61;False;Органика;Одежда;2023-07;Чемпионы
3852;443;7;12580,48;2023-03-12;2023-09-06;505;61,45;219,01;0,74;-0,94;False;Органика;Книги;2023-07;Лояльные
3853;319;23;7901,77;2023-03-13;2023-09-06;285;178,58;147,26;0,60;0,13;True;Рефералы;Книги;2023-07;Лояльные
3854;589;21;3164,49;2023-03-13;2023-09-06;179;38,73;360,10;0,51;0,20;False;Рефералы;Дом и сад;2023-07;Лояльные
3855;504;34;7894,09;2023-03-13;2023-09-06;156;184,96;236,15;0,70;-0,72;False;Контекстная реклама;Дом и сад;2023-07;Потерянные
3856;387;11;8348,48;2023-03-13;2023-09-06;421;106,94;151,99;0,24;0,20;True;Социальные сети;Спорт;2023-07;Рискующие
3857;603;22;11149,74;2023-03-13;2023-09-06;509;144,54;93,19;0,00;0,90;False;Социальные сети;Дом и сад;2023-07;Потенциальные
3858;494;42;3337,25;2023-03-13;2023-09-07;426;26,50;296,24;-0,25;0,96;False;Рефералы;Спорт;2023-07;Рискующие
3859;490;35;5556,24;2023-03-13;2023-09-07;431;57,46;148,69;-0,55;0,78;True;Email;Электроника;2023-07;Лояльные
3860;73;52;5492,21;2023-03-13;2023-09-07;303;191,91;396,67;0,11;0,61;False;Контекстная реклама;Книги;2023-07;Рискующие
3861;509;29;14393,62;2023-03-13;2023-09-07;168;56,90;250,78;0,78;-0,58;False;Email;Спорт;2023-07;Новые
3862;390;42;6686,98;2023-03-14;2023-09-07;132;62,82;172,47;0,19;-0,69;False;Рефералы;Электроника;2023-07;Новые
3863;619;28;11338,65;2023-03-14;2023-09-07;271;43,53;290,46;0,84;-0,11;False;Email;Книги;2023-07;Потенциальные
3864;295;18;11274,63;2023-03-14;2023-09-07;146;30,17;168,07;-0,29;0,24;True;Социальные сети;Одежда;2023-07;Рискующие
3865;369;14;4019,89;2023-03-14;2023-09-07;243;50,49;342,49;0,39;0,70;True;Рефералы;Электроника;2023-07;Потерянные
3866;549;18;8599,45;2023-03-14;2023-09-07;513;130,25;178,64;0,30;-0,54;True;Email;Одежда;2023-07;Рискующие
3867;568;28;13419,83;2023-03-14;2023-09-08;558;93,80;396,24;0,34;-0,04;True;Контекстная реклама;Дом и сад;2023-07;Новые
3868;187;24;7154,21;2023-03-14;2023-09-08;253;112,98;273,65;0,29;0,29;False;Контекстная реклама;Спорт;2023-07;Лояльные
3869;445;8;14179,51;2023-03-14;2023-09-08;299;28,86;350,21;-0,56;-0,11;False;Органика;Книги;2023-07;Чемпионы
3870;570;42;3256,15;2023-03-14;2023-09-08;163;161,41;103,30;-0,71;-0,09;False;Рефералы;Дом и сад;2023-07;Лояльные
3871;363;54;1158,68;2023-03-15;2023-09-08;143;157,90;191,46;0,96;-0,55;True;Рефералы;Электроника;2023-07;Потенциальные
3872;123;45;13377,24;2023-03-15;2023-09-08;470;9,21;316,00;-0,91;0,97;True;Рефералы;Дом и сад;2023-07;Чемпионы
3873;188;53;12722,83;2023-03-15;2023-09-08;673;79,79;289,62;-0,06;-0,05;False;Социальные сети;Одежда;2023-07;Лояльные
3874;420;8;14889,22;2023-03-15;2023-09-08;680;18,41;142,16;-0,15;0,07;False;Социальные сети;Одежда;2023-07;Рискующие
3875;626;4;10206,93;2023-03-15;2023-09-09;394;159,46;193,98;-0,28;-0,56;False;Рефералы;Спорт;2023-07;Потерянные
3876;252;27;14053,48;2023-03-15;2023-09-09;261;148,77;164,30;0,56;0,03;False;Email;Дом и сад;2023-07;Рискующие
3877;619;36;12412,89;2023-03-15;2023-09-09;487;180,89;276,28;0,49;-0,49;False;Социальные сети;Книги;2023-07;Новые
3878;549;5;12674,17;2023-03-15;2023-09-09;404;51,10;190,26;0,81;-0,60;False;Рефералы;Одежда;2023-07;Рискующие
3879;335;33;8558,67;2023-03-15;2023-09-09;633;93,98;178,90;-0,21;-0,45;False;Социальные сети;Электроника;2023-07;Рискующие
3880;92;49;5766,35;2023-03-16;2023-09-09;640;40,98;146,36;0,13;-0,99;False;Органика;Дом и сад;2023-07;Потенциальные
3881;530;34;14021,64;2023-03-16;2023-09-09;236;77,39;210,89;0,78;0,14;True;Контекстная реклама;Книги;2023-07;Потерянные
3882;63;30;6510,15;2023-03-16;2023-09-09;549;106,84;142,56;0,99;-0,23;False;Органика;Книги;2023-07;Чемпионы
3883;512;8;8105,35;2023-03-16;2023-09-10;497;15,40;388,02;0,94;0,80;True;Рефералы;Книги;2023-07;Лояльные
3884;139;39;6719,41;2023-03-16;2023-09-10;472;144,40;129,44;0,44;-0,92;True;Контекстная реклама;Книги;2023-07;Лояльные
3885;185;47;8494,03;2023-03-16;2023-09-10;350;110,94;372,26;-0,71;-0,91;True;Email;Одежда;2023-07;Потенциальные
3886;205;26;7084,05;2023-03-16;2023-09-10;122;166,65;217,11;-0,95;0,77;True;Рефералы;Спорт;2023-07;Чемпионы
3887;214;37;767,12;2023-03-16;2023-09-10;437;58,00;200,92;0,65;-0,75;False;Email;Дом и сад;2023-07;Рискующие
3888;256;34;13236,62;2023-03-16;2023-09-10;187;181,15;154,02;0,68;-1,00;False;Email;Одежда;2023-07;Потерянные
3889;135;7;6693,69;2023-03-17;2023-09-10;128;199,75;283,44;0,49;-0,64;False;Социальные сети;Спорт;2023-07;Потенциальные
3890;573;40;8854,71;2023-03-17;2023-09-10;254;184,26;299,37;-0,44;0,65;True;Социальные сети;Книги;2023-07;Рискующие
3891;88;28;2130,86;2023-03-17;2023-09-10;470;156,69;229,62;0,28;0,61;True;Контекстная реклама;Электроника;2023-07;Лояльные
3892;207;39;100,65;2023-03-17;2023-09-11;614;163,41;97,83;-0,37;-0,32;False;Контекстная реклама;Книги;2023-07;Потенциальные
3893;129;39;3717,09;2023-03-17;2023-09-11;430;116,88;373,92;-0,10;0,34;True;Социальные сети;Спорт;2023-07;Потерянные
3894;3;28;10583,56;2023-03-17;2023-09-11;600;42,08;393,71;-0,24;0,01;False;Контекстная реклама;Спорт;2023-07;Потенциальные
3895;121;14;1532,96;2023-03-17;2023-09-11;93;137,02;217,93;0,83;0,81;False;Органика;Электроника;2023-07;Потенциальные
3896;385;53;13637,87;2023-03-17;2023-09-11;589;143,99;276,37;-0,53;-0,89;False;Рефералы;Одежда;2023-07;Лояльные
3897;614;50;3264,59;2023-03-17;2023-09-11;308;197,15;224,10;0,16;0,63;False;Органика;Электроника;2023-07;Потерянные
3898;38;38;3108,67;2023-03-18;2023-09-11;699;110,55;183,00;-0,28;-0,66;False;Рефералы;Книги;2023-07;Лояльные
3899;341;4;2763,54;2023-03-18;2023-09-11;548;57,92;104,74;0,33;-0,22;True;Социальные сети;Дом и сад;2023-07;Новые
3900;21;42;259,03;2023-03-18;2023-09-12;277;138,32;225,94;0,13;-0,62;False;Органика;Одежда;2023-07;Потерянные
3901;242;18;11588,49;2023-03-18;2023-09-12;397;195,98;341,88;0,85;0,41;False;Email;Дом и сад;2023-07;Лояльные
3902;455;44;13131,77;2023-03-18;2023-09-12;647;39,56;85,45;-0,80;0,36;True;Органика;Дом и сад;2023-07;Потерянные
3903;621;48;9231,73;2023-03-18;2023-09-12;127;68,57;266,27;-0,56;0,10;True;Контекстная реклама;Одежда;2023-07;Лояльные
3904;303;25;2863,59;2023-03-18;2023-09-12;297;110,67;361,85;0,53;0,40;False;Органика;Книги;2023-07;Рискующие
3905;596;7;4314,91;2023-03-18;2023-09-12;89;38,19;149,62;-0,26;0,28;False;Социальные сети;Спорт;2023-07;Лояльные
3906;595;38;7165,10;2023-03-18;2023-09-12;529;9,33;138,64;-0,67;0,55;True;Социальные сети;Книги;2023-07;Потерянные
3907;69;28;14317,47;2023-03-19;2023-09-12;337;70,71;327,13;0,01;-0,52;False;Контекстная реклама;Спорт;2023-07;Чемпионы
3908;129;5;3747,90;2023-03-19;2023-09-13;522;173,75;161,63;0,30;-0,14;False;Рефералы;Спорт;2023-07;Рискующие
3909;196;3;10988,11;2023-03-19;2023-09-13;440;13,48;141,43;-0,91;-0,70;False;Контекстная реклама;Одежда;2023-07;Потерянные
3910;140;44;6619,75;2023-03-19;2023-09-13;169;88,64;200,96;-0,42;-0,14;False;Рефералы;Одежда;2023-07;Потерянные
3911;444;31;4502,82;2023-03-19;2023-09-13;357;153,63;205,60;0,62;0,40;False;Социальные сети;Электроника;2023-07;Потерянные
3912;283;47;6865,94;2023-03-19;2023-09-13;493;190,87;359,71;0,04;0,38;False;Социальные сети;Дом и сад;2023-07;Новые
3913;312;42;1114,54;2023-03-19;2023-09-13;666;197,17;277,90;-0,93;0,42;False;Рефералы;Дом и сад;2023-07;Чемпионы
3914;535;20;11990,38;2023-03-19;2023-09-13;192;87,28;209,91;-0,44;-0,38;True;Органика;Дом и сад;2023-07;Новые
3915;277;19;3687,36;2023-03-20;2023-09-13;89;190,32;251,00;0,28;0,32;False;Органика;Дом и сад;2023-07;Потенциальные
3916;61;48;10894,91;2023-03-20;2023-09-13;60;11,91;385,27;-0,60;-0,27;False;Контекстная реклама;Электроника;2023-07;Потенциальные
3917;319;11;1071,81;2023-03-20;2023-09-14;362;150,45;116,23;0,65;0,89;False;Социальные сети;Спорт;2023-07;Потенциальные
3918;52;40;14328,72;2023-03-20;2023-09-14;105;130,34;146,47;0,35;-0,31;True;Органика;Электроника;2023-07;Лояльные
3919;153;3;2935,57;2023-03-20;2023-09-14;346;53,66;388,01;-0,06;0,21;True;Социальные сети;Одежда;2023-07;Лояльные
3920;311;23;13246,99;2023-03-20;2023-09-14;446;103,93;386,34;0,83;0,50;False;Контекстная реклама;Книги;2023-07;Рискующие
3921;544;7;12151,62;2023-03-20;2023-09-14;219;30,26;136,69;-0,22;0,81;False;Email;Спорт;2023-07;Чемпионы
3922;567;23;14519,51;2023-03-20;2023-09-14;518;174,96;126,43;-0,53;-0,12;True;Социальные сети;Спорт;2023-07;Чемпионы
3923;389;7;7194,47;2023-03-20;2023-09-14;344;74,79;214,75;0,32;-0,28;True;Email;Электроника;2023-07;Потерянные
3924;548;46;10924,59;2023-03-21;2023-09-14;325;127,08;95,91;0,15;-0,14;False;Социальные сети;Одежда;2023-07;Потенциальные
3925;622;34;5592,12;2023-03-21;2023-09-15;530;35,96;289,57;-0,33;-0,35;False;Рефералы;Одежда;2023-07;Потенциальные
3926;177;42;2806,31;2023-03-21;2023-09-15;206;45,20;104,80;-0,31;0,31;False;Email;Спорт;2023-07;Потерянные
3927;362;19;6673,99;2023-03-21;2023-09-15;244;198,43;98,57;-0,20;0,87;False;Рефералы;Электроника;2023-07;Лояльные
3928;314;9;2527,95;2023-03-21;2023-09-15;682;151,85;235,26;-0,42;-0,75;True;Рефералы;Дом и сад;2023-07;Новые
3929;97;48;14731,57;2023-03-21;2023-09-15;626;192,58;386,49;0,42;0,12;False;Контекстная реклама;Спорт;2023-07;Потерянные
3930;213;51;1488,89;2023-03-21;2023-09-15;361;62,69;216,57;0,30;0,80;False;Контекстная реклама;Дом и сад;2023-07;Чемпионы
3931;137;18;8858,72;2023-03-21;2023-09-15;157;37,09;194,07;-0,12;-0,80;False;Органика;Книги;2023-07;Чемпионы
3932;6;41;9415,63;2023-03-21;2023-09-15;298;103,10;399,35;-0,20;-0,01;True;Email;Одежда;2023-07;Новые
3933;109;48;8094,29;2023-03-22;2023-09-16;580;101,46;250,23;-0,27;0,73;True;Органика;Спорт;2023-07;Чемпионы
3934;547;45;9949,68;2023-03-22;2023-09-16;564;39,11;200,08;-0,43;0,80;False;Email;Книги;2023-07;Чемпионы
3935;39;42;1786,90;2023-03-22;2023-09-16;395;147,98;203,48;-0,83;0,03;False;Контекстная реклама;Дом и сад;2023-07;Лояльные
3936;425;25;8347,53;2023-03-22;2023-09-16;648;75,55;142,39;-0,46;-0,95;False;Контекстная реклама;Спорт;2023-07;Чемпионы
3937;630;52;4343,83;2023-03-22;2023-09-16;377;41,34;243,91;-0,36;-0,79;False;Контекстная реклама;Книги;2023-07;Потенциальные
3938;261;14;14105,63;2023-03-22;2023-09-16;171;69,74;220,43;0,10;0,17;True;Email;Спорт;2023-07;Потенциальные
3939;426;44;11442,97;2023-03-22;2023-09-16;174;114,91;166,65;0,55;-0,75;False;Контекстная реклама;Книги;2023-07;Рискующие
3940;87;25;14589,09;2023-03-22;2023-09-16;274;146,66;131,37;-0,21;-0,70;False;Органика;Книги;2023-07;Лояльные
3941;465;19;611,46;2023-03-22;2023-09-16;471;98,97;179,60;0,89;0,54;False;Рефералы;Дом и сад;2023-07;Лояльные
3942;76;39;4312,74;2023-03-23;2023-09-17;319;107,49;242,78;0,65;0,50;False;Email;Одежда;2023-07;Потенциальные
3943;471;15;2971,57;2023-03-23;2023-09-17;141;32,09;98,67;0,97;0,69;True;Рефералы;Электроника;2023-07;Лояльные
3944;414;16;216,76;2023-03-23;2023-09-17;243;183,36;129,20;0,75;-0,79;False;Органика;Книги;2023-07;Лояльные
3945;457;27;3672,77;2023-03-23;2023-09-17;679;186,10;383,25;0,23;-0,60;False;Социальные сети;Одежда;2023-07;Рискующие
3946;285;40;10197,70;2023-03-23;2023-09-17;229;138,27;253,71;0,20;0,67;False;Контекстная реклама;Электроника;2023-07;Новые
3947;239;10;3504,78;2023-03-23;2023-09-17;434;8,44;100,30;-0,74;0,44;False;Органика;Дом и сад;2023-07;Потерянные
3948;599;4;7659,60;2023-03-23;2023-09-17;450;109,73;301,79;0,44;0,61;False;Социальные сети;Спорт;2023-07;Чемпионы
3949;558;51;13322,88;2023-03-23;2023-09-17;36;127,70;99,78;0,20;0,98;False;Email;Одежда;2023-07;Рискующие
3950;372;19;10421,68;2023-03-23;2023-09-18;554;198,96;316,44;0,01;0,73;True;Органика;Спорт;2023-07;Новые
3951;495;28;5949,70;2023-03-24;2023-09-18;621;199,23;319,99;0,39;0,04;True;Email;Спорт;2023-07;Чемпионы
3952;624;21;5618,41;2023-03-24;2023-09-18;315;172,23;288,35;-0,11;-0,38;False;Рефералы;Электроника;2023-07;Потенциальные
3953;45;47;6863,25;2023-03-24;2023-09-18;418;17,45;314,31;0,05;0,14;True;Рефералы;Одежда;2023-07;Новые
3954;401;14;2696,77;2023-03-24;2023-09-18;445;190,89;108,15;-0,20;0,28;True;Email;Книги;2023-07;Чемпионы
3955;247;33;9528,31;2023-03-24;2023-09-18;179;124,47;312,57;0,43;-0,33;False;Рефералы;Электроника;2023-07;Рискующие
3956;616;48;5494,08;2023-03-24;2023-09-18;457;161,17;123,74;0,75;0,54;False;Рефералы;Одежда;2023-07;Чемпионы
3957;597;10;12792,86;2023-03-24;2023-09-18;322;84,40;188,64;0,68;-0,81;True;Контекстная реклама;Книги;2023-07;Лояльные
3958;450;19;11360,46;2023-03-24;2023-09-19;363;67,34;381,68;0,57;0,56;True;Email;Спорт;2023-07;Потерянные
3959;485;30;9177,17;2023-03-24;2023-09-19;301;95,33;240,92;-0,97;-0,94;True;Email;Дом и сад;2023-07;Чемпионы
3960;620;22;5494,82;2023-03-25;2023-09-19;72;33,64;389,58;0,82;-0,00;False;Социальные сети;Дом и сад;2023-07;Потенциальные
3961;18;3;3188,48;2023-03-25;2023-09-19;497;74,63;108,46;-0,45;0,72;True;Контекстная реклама;Электроника;2023-07;Рискующие
3962;606;37;11653,47;2023-03-25;2023-09-19;348;172,24;232,82;0,78;-0,83;False;Органика;Книги;2023-07;Новые
3963;289;41;7321,82;2023-03-25;2023-09-19;521;12,40;99,97;-0,61;0,04;False;Контекстная реклама;Книги;2023-07;Чемпионы
3964;414;18;3410,01;2023-03-25;2023-09-19;556;34,42;281,67;-0,12;-0,68;True;Органика;Дом и сад;2023-07;Рискующие
3965;638;11;2967,86;2023-03-25;2023-09-19;201;29,40;105,19;0,50;0,79;True;Email;Книги;2023-07;Потенциальные
3966;235;48;2522,74;2023-03-25;2023-09-19;678;83,60;136,12;0,28;0,66;False;Контекстная реклама;Одежда;2023-07;Потерянные
3967;416;2;11668,56;2023-03-25;2023-09-20;350;199,41;162,83;-0,17;0,87;True;Социальные сети;Одежда;2023-07;Новые
3968;499;12;3473,36;2023-03-26;2023-09-20;73;38,80;319,60;0,36;0,75;False;Рефералы;Дом и сад;2023-07;Чемпионы
3969;634;54;7923,30;2023-03-26;2023-09-20;561;33,37;132,47;0,10;0,47;False;Органика;Спорт;2023-07;Потенциальные
3970;115;6;6800,62;2023-03-26;2023-09-20;660;183,44;350,92;-0,45;-0,63;True;Рефералы;Спорт;2023-07;Лояльные
3971;234;43;8715,18;2023-03-26;2023-09-20;483;177,00;122,21;0,29;-0,39;True;Email;Спорт;2023-07;Рискующие
3972;540;40;13163,47;2023-03-26;2023-09-20;112;11,29;91,28;-0,59;-0,01;False;Email;Дом и сад;2023-07;Рискующие
3973;11;44;13022,82;2023-03-26;2023-09-20;572;151,58;206,41;0,39;0,18;True;Email;Электроника;2023-07;Чемпионы
3974;206;29;6793,59;2023-03-26;2023-09-20;351;132,82;393,42;-0,99;0,56;True;Рефералы;Книги;2023-07;Потенциальные
3975;247;30;279,73;2023-03-26;2023-09-21;263;154,71;115,31;0,10;-0,55;True;Email;Одежда;2023-07;Новые
3976;559;2;6425,33;2023-03-26;2023-09-21;569;101,43;112,55;-0,20;-0,74;False;Email;Одежда;2023-08;Новые
3977;127;9;9112,59;2023-03-27;2023-09-21;281;198,32;320,37;-0,39;-0,03;False;Рефералы;Электроника;2023-08;Новые
3978;147;47;8388,58;2023-03-27;2023-09-21;478;13,55;179,89;0,03;-0,68;True;Email;Книги;2023-08;Новые
3979;118;2;9787,47;2023-03-27;2023-09-21;268;50,70;309,53;0,29;0,39;False;Органика;Спорт;2023-08;Чемпионы
3980;382;29;2353,43;2023-03-27;2023-09-21;519;82,33;144,00;0,93;0,15;True;Контекстная реклама;Одежда;2023-08;Чемпионы
3981;412;33;9715,70;2023-03-27;2023-09-21;493;92,71;227,22;0,67;0,48;False;Органика;Спорт;2023-08;Рискующие
3982;584;10;2780,64;2023-03-27;2023-09-21;343;184,67;164,89;0,43;-0,87;True;Email;Спорт;2023-08;Потенциальные
3983;363;34;11270,33;2023-03-27;2023-09-22;204;114,20;224,49;-0,04;0,93;True;Email;Дом и сад;2023-08;Лояльные
3984;509;44;5119,36;2023-03-27;2023-09-22;209;13,80;326,11;-0,22;-1,00;False;Email;Дом и сад;2023-08;Чемпионы
3985;137;8;10662,94;2023-03-27;2023-09-22;414;84,53;323,84;-0,93;-0,35;True;Email;Книги;2023-08;Новые
3986;175;37;765,59;2023-03-28;2023-09-22;324;86,22;245,05;-0,28;0,36;True;Рефералы;Одежда;2023-08;Лояльные
3987;289;54;6147,51;2023-03-28;2023-09-22;244;193,27;377,08;0,70;-0,91;False;Контекстная реклама;Дом и сад;2023-08;Рискующие
3988;481;33;10590,27;2023-03-28;2023-09-22;104;121,84;164,41;-0,23;-0,83;False;Рефералы;Книги;2023-08;Новые
3989;19;47;3441,71;2023-03-28;2023-09-22;373;128,95;156,90;-0,08;-0,85;False;Рефералы;Электроника;2023-08;Потерянные
3990;195;6;11939,54;2023-03-28;2023-09-22;171;144,08;276,42;-0,46;0,16;False;Email;Спорт;2023-08;Потенциальные
3991;330;44;9480,16;2023-03-28;2023-09-22;228;155,16;278,82;-0,45;0,79;False;Органика;Одежда;2023-08;Лояльные
3992;175;40;8834,05;2023-03-28;2023-09-23;200;128,83;94,89;-0,88;0,11;True;Органика;Одежда;2023-08;Рискующие
3993;449;45;5335,56;2023-03-28;2023-09-23;435;51,25;274,49;0,23;0,21;True;Социальные сети;Книги;2023-08;Чемпионы
3994;354;19;7262,65;2023-03-28;2023-09-23;257;175,44;199,82;-0,10;-0,31;True;Контекстная реклама;Дом и сад;2023-08;Потенциальные
3995;499;32;8980,37;2023-03-29;2023-09-23;440;147,76;319,18;0,21;-0,96;True;Социальные сети;Спорт;2023-08;Новые
3996;141;27;7113,31;2023-03-29;2023-09-23;91;149,66;338,59;0,09;-0,96;False;Рефералы;Спорт;2023-08;Лояльные
3997;93;1;10489,78;2023-03-29;2023-09-23;356;199,33;256,69;0,60;0,78;True;Социальные сети;Одежда;2023-08;Рискующие
3998;239;43;6533,77;2023-03-29;2023-09-23;162;161,49;80,55;0,50;-0,79;False;Социальные сети;Одежда;2023-08;Лояльные
3999;205;52;3073,98;2023-03-29;2023-09-23;613;166,68;283,64;0,54;1,00;True;Социальные сети;Спорт;2023-08;Потенциальные
4000;560;33;3248,31;2023-03-29;2023-09-24;619;190,52;319,64;-0,00;-0,67;True;Контекстная реклама;Электроника;2023-08;Чемпионы
4001;433;40;136,77;2023-03-29;2023-09-24;218;34,47;159,67;-0,29;0,35;False;Органика;Книги;2023-08;Чемпионы
4002;245;32;4549,32;2023-03-29;2023-09-24;385;102,06;228,69;0,87;0,90;True;Органика;Электроника;2023-08;Потерянные
4003;317;5;11246,32;2023-03-29;2023-09-24;100;118,21;389,03;-0,89;-0,28;True;Социальные сети;Дом и сад;2023-08;Потенциальные
4004;295;17;11922,73;2023-03-30;2023-09-24;292;69,21;175,40;-0,69;0,47;False;Контекстная реклама;Электроника;2023-08;Новые
4005;282;8;3076,89;2023-03-30;2023-09-24;335;168,68;151,41;-0,16;-0,30;False;Органика;Электроника;2023-08;Лояльные
4006;17;42;14387,71;2023-03-30;2023-09-24;587;153,67;147,47;0,23;-0,39;False;Email;Дом и сад;2023-08;Новые
4007;71;34;7560,92;2023-03-30;2023-09-24;253;145,57;258,82;-0,98;-0,60;False;Органика;Книги;2023-08;Рискующие
4008;269;9;13758,83;2023-03-30;2023-09-25;357;199,44;383,93;0,44;0,64;False;Органика;Спорт;2023-08;Новые
4009;325;23;10616,14;2023-03-30;2023-09-25;617;55,58;274,78;0,12;-0,49;True;Контекстная реклама;Электроника;2023-08;Потерянные
4010;305;35;10850,38;2023-03-30;2023-09-25;103;148,41;177,06;-0,03;-0,43;True;Контекстная реклама;Книги;2023-08;Потенциальные
4011;451;50;1321,40;2023-03-30;2023-09-25;540;112,52;284,34;-0,15;1,00;False;Органика;Дом и сад;2023-08;Потерянные
4012;7;7;3338,87;2023-03-30;2023-09-25;171;66,03;279,95;0,04;-0,35;True;Email;Книги;2023-08;Чемпионы
4013;314;15;181,78;2023-03-31;2023-09-25;614;36,31;271,02;-0,68;-0,15;True;Email;Электроника;2023-08;Потерянные
4014;103;53;10756,11;2023-03-31;2023-09-25;131;179,70;131,02;-0,78;0,98;True;Социальные сети;Спорт;2023-08;Потенциальные
4015;193;54;5199,35;2023-03-31;2023-09-25;635;121,11;283,06;-0,42;-0,26;True;Социальные сети;Дом и сад;2023-08;Потенциальные
4016;574;20;11810,46;2023-03-31;2023-09-25;610;165,86;217,65;0,42;-0,27;False;Органика;Дом и сад;2023-08;Лояльные
4017;529;50;5117,10;2023-03-31;2023-09-26;94;111,34;85,95;0,18;0,66;True;Органика;Электроника;2023-08;Потенциальные
4018;171;25;12299,04;2023-03-31;2023-09-26;222;47,90;252,72;-0,04;-0,38;True;Органика;Книги;2023-08;Рискующие
4019;537;3;2003,94;2023-03-31;2023-09-26;91;70,82;396,57;0,14;-0,53;False;Email;Спорт;2023-08;Лояльные
4020;251;46;2641,93;2023-03-31;2023-09-26;561;79,40;191,92;0,12;-0,15;False;Рефералы;Дом и сад;2023-08;Лояльные
4021;387;24;5146,10;2023-04-01;2023-09-26;270;194,72;388,98;-0,39;0,40;False;Социальные сети;Электроника;2023-08;Новые
4022;207;34;6156,89;2023-04-01;2023-09-26;439;6,10;110,79;-0,81;-0,91;False;Социальные сети;Электроника;2023-08;Потерянные
4023;541;46;5263,11;2023-04-01;2023-09-26;329;197,20;314,38;0,79;-0,25;False;Рефералы;Одежда;2023-08;Потенциальные
4024;629;22;11466,52;2023-04-01;2023-09-26;224;196,19;116,59;0,20;-0,31;False;Органика;Одежда;2023-08;Новые
4025;416;11;1499,42;2023-04-01;2023-09-27;483;199,25;167,54;0,40;-0,51;True;Социальные сети;Книги;2023-08;Новые
4026;380;48;5300,69;2023-04-01;2023-09-27;603;97,93;262,67;-0,07;0,31;True;Email;Электроника;2023-08;Потерянные
4027;144;8;12566,74;2023-04-01;2023-09-27;648;192,94;269,69;0,51;-0,42;False;Рефералы;Книги;2023-08;Лояльные
4028;25;39;1048,62;2023-04-01;2023-09-27;666;82,14;328,07;0,17;0,21;True;Email;Книги;2023-08;Новые
4029;73;43;14138,04;2023-04-01;2023-09-27;330;10,13;276,90;-0,89;0,01;True;Органика;Спорт;2023-08;Новые
4030;632;35;14795,44;2023-04-02;2023-09-27;485;48,75;269,96;0,78;-0,57;True;Социальные сети;Одежда;2023-08;Лояльные
4031;93;49;1374,09;2023-04-02;2023-09-27;231;189,33;371,95;-0,39;-0,47;True;Email;Книги;2023-08;Лояльные
4032;505;46;4404,52;2023-04-02;2023-09-27;331;7,68;224,69;-0,72;-0,66;True;Рефералы;Спорт;2023-08;Чемпионы
4033;598;38;5617,39;2023-04-02;2023-09-28;653;111,47;152,09;-0,82;-0,89;True;Органика;Спорт;2023-08;Потенциальные
4034;336;8;11657,05;2023-04-02;2023-09-28;366;19,74;131,77;0,44;0,24;True;Социальные сети;Одежда;2023-08;Чемпионы
