customer_id;recency;frequency;monetary;first_purchase_date;last_purchase_date;customer_lifetime_days;avg_days_between_purchases;avg_transaction_amount;purchase_trend;spending_trend;is_active_customer;acquisition_channel;favorite_category;registration_month;user_profile;customer_age_months;dominant_season;seasonal_concentration;is_weekend_buyer;price_sensitivity;brand_loyalty_score;r_score;f_score;m_score;rfm_score;rfm_segment;cohort_month;cohort_retention_rate;cohort_avg_ltv;cohort_size;predicted_ltv;churn_risk_score;cluster
4165;608;25;353,19;2023-04-17;2023-10-13;329;22,86;319,97;0,88;0,36;True;Рефералы;Книги;2023-08;Рискующие;6,69;Зима;0,50;False;0,94;0,92;1;3;1;131;Потерянные;2023-08;0,64;4522,93;204;11869,36;0,98;1
4166;591;51;9353,61;2023-04-17;2023-10-13;57;70,59;226,82;-0,15;0,42;False;Органика;Книги;2023-08;Рискующие;9,66;Осень;0,96;False;0,75;0,86;1;5;4;154;Потерянные;2023-08;0,21;4536,77;136;6348,09;0,60;4
4167;517;35;9942,04;2023-04-17;2023-10-14;453;155,72;132,30;0,86;0,35;False;Органика;Дом и сад;2023-08;Лояльные;9,71;Зима;0,11;False;0,87;0,47;1;4;4;144;Нуждающиеся во внимании;2023-08;0,93;5574,17;314;1617,57;0,39;2
4168;120;47;4700,07;2023-04-17;2023-10-14;591;144,68;160,62;-0,68;0,89;True;Социальные сети;Спорт;2023-08;Новые;10,59;Лето;0,99;False;0,24;0,52;5;5;2;552;Потерянные;2023-08;0,74;4834,76;494;7148,35;0,52;4
4169;217;39;4834,16;2023-04-17;2023-10-14;185;124,13;197,61;-0,69;-0,27;True;Рефералы;Спорт;2023-08;Потерянные;15,66;Весна;0,16;False;0,35;0,05;4;4;2;442;Потерянные;2023-08;0,62;5193,55;85;21998,26;0,38;4
4170;56;7;5125,43;2023-04-17;2023-10-14;353;171,24;102,26;0,90;-0,92;False;Рефералы;Одежда;2023-08;Чемпионы;13,78;Зима;0,49;False;0,51;0,56;5;1;2;512;Потенциально лояльные;2023-08;0,23;5176,89;316;22202,98;0,60;2
4171;366;38;10218,37;2023-04-17;2023-10-14;377;60,00;266,99;0,02;0,82;False;Социальные сети;Спорт;2023-08;Чемпионы;12,51;Весна;0,30;True;0,47;0,12;3;4;4;344;Лояльные клиенты;2023-08;0,22;2468,37;344;4914,26;0,00;1
4172;504;32;919,10;2023-04-18;2023-10-14;150;177,59;274,41;-0,63;-0,68;True;Социальные сети;Одежда;2023-08;Лояльные;20,10;Лето;0,42;True;0,47;0,26;2;3;1;231;Потерянные;2023-08;0,36;3609,35;440;28126,44;0,24;4
4173;455;3;13940,29;2023-04-18;2023-10-14;681;82,85;99,89;-0,02;0,39;False;Контекстная реклама;Спорт;2023-08;Чемпионы;4,71;Зима;0,96;False;0,64;0,80;2;1;5;215;Нуждающиеся во внимании;2023-08;0,93;1176,71;318;5191,57;0,99;4
4174;104;45;3376,69;2023-04-18;2023-10-14;557;83,17;208,74;0,57;0,75;False;Рефералы;Одежда;2023-08;Чемпионы;20,65;Лето;0,63;False;0,86;0,50;5;5;2;552;Потерянные;2023-08;0,23;1213,80;352;3135,57;0,11;0
4175;77;39;14995,11;2023-04-18;2023-10-15;590;84,04;212,48;0,65;-0,38;False;Рефералы;Одежда;2023-08;Рискующие;19,47;Лето;0,30;True;0,89;0,75;5;4;5;545;Чемпионы;2023-08;0,69;5406,10;126;5306,65;0,08;2
4176;230;37;2614,26;2023-04-18;2023-10-15;193;24,13;186,82;0,73;0,66;False;Контекстная реклама;Электроника;2023-08;Потенциальные;4,70;Лето;0,63;False;0,15;0,93;4;4;1;441;Потерянные;2023-08;0,68;1255,40;166;4645,36;0,49;3
4177;258;50;11584,62;2023-04-18;2023-10-15;91;195,22;258,48;0,14;-0,34;False;Социальные сети;Одежда;2023-08;Потенциальные;14,98;Осень;0,45;False;0,09;0,17;3;5;4;354;Потерянные;2023-08;0,18;3744,57;55;19135,34;0,29;4
4178;264;22;3390,02;2023-04-18;2023-10-15;369;32,01;190,71;0,73;0,59;True;Контекстная реклама;Дом и сад;2023-08;Чемпионы;5,36;Зима;0,94;True;0,31;0,26;3;2;2;322;Потерянные;2023-08;0,74;5643,23;437;5109,60;0,53;0
4179;331;8;1258,66;2023-04-18;2023-10-15;695;71,47;213,25;0,02;-0,86;False;Контекстная реклама;Дом и сад;2023-08;Лояльные;22,63;Лето;0,35;False;0,74;0,59;3;1;1;311;Новые клиенты;2023-08;0,53;2027,38;348;19212,68;0,96;2
4180;182;17;13130,25;2023-04-19;2023-10-15;341;67,26;335,21;0,21;0,31;False;Email;Одежда;2023-08;Лояльные;11,83;Осень;0,58;True;0,79;0,95;4;2;5;425;Потерянные;2023-08;0,55;3213,46;74;8659,65;0,13;3
4181;550;52;12888,33;2023-04-19;2023-10-15;405;19,56;131,87;0,52;0,35;False;Рефералы;Дом и сад;2023-08;Новые;4,89;Зима;0,85;True;0,38;0,78;1;5;5;155;Нуждающиеся во внимании;2023-08;0,10;4238,16;261;7827,94;0,44;3
4182;27;27;6083,38;2023-04-19;2023-10-15;375;34,69;278,12;-0,15;-0,02;False;Социальные сети;Спорт;2023-08;Лояльные;15,27;Лето;0,96;False;0,31;0,64;5;3;3;533;Потерянные;2023-08;0,91;3809,17;378;26968,92;0,76;4
4183;276;33;10550,82;2023-04-19;2023-10-16;179;13,75;241,79;-0,85;0,37;True;Email;Дом и сад;2023-08;Лояльные;16,97;Зима;0,80;True;0,13;0,68;3;3;4;334;Потерянные;2023-08;0,65;2818,14;74;6822,82;0,16;1
4184;299;46;8378,14;2023-04-19;2023-10-16;614;62,02;177,62;-0,30;0,85;True;Email;Электроника;2023-08;Рискующие;14,52;Осень;0,94;True;0,24;0,43;3;5;3;353;Потерянные;2023-08;0,64;4938,16;278;26005,24;0,71;2
4185;91;17;12801,69;2023-04-19;2023-10-16;610;174,00;312,81;0,25;0,47;False;Email;Дом и сад;2023-08;Рискующие;5,80;Осень;0,46;False;0,10;0,40;5;2;5;525;Потерянные;2023-08;0,45;3047,16;122;9454,06;0,40;0
4186;480;42;4760,09;2023-04-19;2023-10-16;206;71,19;256,38;-0,62;0,92;True;Социальные сети;Спорт;2023-08;Потерянные;17,65;Зима;0,76;False;0,30;0,99;2;4;2;242;Потерянные;2023-08;0,73;2930,46;346;29741,24;0,62;2
4187;573;12;7878,90;2023-04-19;2023-10-16;383;29,12;232,76;-0,70;-0,10;True;Контекстная реклама;Спорт;2023-08;Чемпионы;22,31;Зима;0,09;True;0,68;0,86;1;1;3;113;Потерянные;2023-08;0,85;1107,96;157;29437,41;0,53;0
4188;458;48;7306,32;2023-04-19;2023-10-16;543;130,91;293,65;-0,41;0,06;False;Социальные сети;Одежда;2023-08;Потерянные;22,85;Осень;0,59;True;0,13;0,76;2;5;3;253;Потерянные;2023-08;0,55;5322,84;388;24914,55;0,45;4
4189;451;46;5340,89;2023-04-20;2023-10-16;338;199,34;336,73;-0,94;-0,47;False;Рефералы;Книги;2023-08;Лояльные;16,31;Лето;0,01;True;0,32;0,72;2;5;2;252;Потерянные;2023-08;0,59;5996,98;445;26108,55;0,48;2
4190;365;27;13377,25;2023-04-20;2023-10-16;148;50,30;391,25;0,49;0,97;False;Рефералы;Спорт;2023-09;Потенциальные;20,17;Осень;0,26;True;0,53;0,57;3;3;5;335;Потерянные;2023-09;0,29;4716,41;212;24786,20;0,15;4
4191;351;48;2529,87;2023-04-20;2023-10-16;548;59,52;281,39;-0,48;-0,89;False;Контекстная реклама;Одежда;2023-09;Лояльные;23,49;Лето;0,67;False;0,33;0,33;3;5;1;351;Потерянные;2023-09;0,42;5854,93;373;19074,54;0,43;1
4192;400;8;2285,15;2023-04-20;2023-10-17;507;194,51;359,82;-0,75;-0,28;False;Социальные сети;Одежда;2023-09;Лояльные;1,04;Осень;0,17;True;0,44;0,43;2;1;1;211;Новые клиенты;2023-09;0,52;3477,50;105;24366,17;0,75;0
4193;253;23;8674,80;2023-04-20;2023-10-17;443;39,86;80,35;0,40;-0,40;False;Контекстная реклама;Дом и сад;2023-09;Чемпионы;11,45;Осень;0,20;True;0,50;0,06;4;3;3;433;Потерянные;2023-09;0,70;3908,10;355;19034,29;0,90;1
4194;459;42;9879,54;2023-04-20;2023-10-17;616;104,69;249,68;0,69;-0,23;False;Контекстная реклама;Дом и сад;2023-09;Потенциальные;6,99;Лето;0,06;True;0,78;0,09;2;4;4;244;Рискуем потерять;2023-09;0,94;5423,15;93;25343,90;0,63;0
4195;499;49;2959,56;2023-04-20;2023-10-17;380;51,73;148,69;-0,96;0,84;True;Социальные сети;Одежда;2023-09;Чемпионы;11,39;Весна;0,75;False;0,84;0,38;2;5;1;251;Потерянные;2023-09;0,22;3619,85;415;28098,83;0,83;1
4196;508;29;5891,23;2023-04-20;2023-10-17;535;186,81;110,14;-0,53;-0,26;False;Рефералы;Электроника;2023-09;Лояльные;22,01;Лето;0,45;False;0,19;0,12;2;3;2;232;Потерянные;2023-09;0,58;1357,40;55;22722,96;0,51;2
4197;304;50;14201,13;2023-04-20;2023-10-17;224;196,40;250,23;0,89;0,83;False;Социальные сети;Одежда;2023-09;Потенциальные;23,60;Весна;0,89;True;0,37;0,40;3;5;5;355;Лояльные клиенты;2023-09;0,65;4692,04;464;28958,27;0,22;0
4198;501;20;3736,93;2023-04-21;2023-10-17;216;163,87;318,98;-0,23;-0,15;False;Рефералы;Дом и сад;2023-09;Лояльные;21,72;Лето;0,36;True;0,58;0,21;2;2;2;222;Потерянные;2023-09;0,84;1695,02;416;13722,79;0,72;4
4199;598;16;10041,99;2023-04-21;2023-10-17;479;66,38;211,93;0,88;0,71;False;Органика;Спорт;2023-09;Потерянные;4,73;Осень;0,44;False;0,50;0,35;1;2;4;124;Потерянные;2023-09;0,86;2714,95;401;27798,92;0,70;0
4200;166;17;11115,23;2023-04-21;2023-10-18;525;83,68;294,43;-0,45;0,04;False;Органика;Электроника;2023-09;Чемпионы;19,27;Лето;0,49;True;0,08;0,38;4;2;4;424;Потерянные;2023-09;0,69;5222,29;250;7173,82;0,01;3
4201;415;16;6749,52;2023-04-21;2023-10-18;544;52,25;236,71;-0,56;-0,38;False;Органика;Книги;2023-09;Чемпионы;19,62;Весна;0,86;False;0,34;0,79;2;2;3;223;Потерянные;2023-09;0,28;2388,24;299;1425,30;0,48;0
4202;462;19;14066,01;2023-04-21;2023-10-18;302;178,70;219,87;-0,57;-0,10;False;Email;Спорт;2023-09;Рискующие;13,91;Осень;0,29;False;0,23;0,69;2;2;5;225;Потерянные;2023-09;0,80;5672,65;170;4278,85;0,94;0
4203;114;8;11063,02;2023-04-21;2023-10-18;81;183,34;172,88;-0,83;-0,15;True;Рефералы;Дом и сад;2023-09;Потенциальные;17,16;Лето;0,05;True;0,42;0,81;5;1;4;514;Потерянные;2023-09;0,62;5076,10;97;5227,29;0,98;3
4204;433;38;6895,97;2023-04-21;2023-10-18;292;86,68;202,43;0,79;-0,48;True;Рефералы;Спорт;2023-09;Рискующие;21,73;Лето;0,63;True;0,34;0,36;2;4;3;243;Потерянные;2023-09;0,97;5840,85;395;24820,58;0,46;1
4205;356;38;8561,56;2023-04-21;2023-10-18;397;133,02;191,93;0,96;-0,42;True;Социальные сети;Спорт;2023-09;Потерянные;23,86;Осень;0,83;True;0,70;0,83;3;4;3;343;Лояльные клиенты;2023-09;0,96;1524,27;55;12329,77;0,72;1
4206;207;53;10404,57;2023-04-21;2023-10-18;162;37,28;286,78;0,91;-0,63;False;Рефералы;Дом и сад;2023-09;Потенциальные;0,96;Весна;0,56;True;0,40;0,95;4;5;4;454;Чемпионы;2023-09;0,60;2473,50;86;7378,76;0,02;0
4207;235;29;8903,24;2023-04-22;2023-10-18;254;89,81;117,13;0,70;-0,33;False;Социальные сети;Спорт;2023-09;Новые;6,17;Лето;0,32;True;0,24;0,28;4;3;4;434;Лояльные клиенты;2023-09;0,95;4955,91;275;24461,98;0,27;1
4208;442;41;13186,53;2023-04-22;2023-10-19;339;128,14;109,64;0,69;0,25;False;Email;Одежда;2023-09;Потенциальные;22,43;Весна;0,63;False;0,62;0,72;2;4;5;245;Рискуем потерять;2023-09;0,12;4367,23;281;6462,66;0,72;3
4209;355;36;5385,49;2023-04-22;2023-10-19;602;80,15;291,20;0,32;-0,23;False;Социальные сети;Электроника;2023-09;Лояльные;7,90;Лето;0,99;True;0,73;0,06;3;4;2;342;Потерянные;2023-09;0,92;4819,37;420;2797,31;0,65;4
4210;515;26;4533,29;2023-04-22;2023-10-19;45;74,73;254,82;0,65;0,42;False;Органика;Дом и сад;2023-09;Потенциальные;2,56;Лето;0,57;False;0,11;0,52;1;3;2;132;Потерянные;2023-09;0,97;5362,16;198;14252,63;0,66;1
4211;208;31;3246,89;2023-04-22;2023-10-19;224;5,19;217,66;-0,58;0,97;False;Социальные сети;Электроника;2023-09;Рискующие;7,52;Зима;0,32;True;0,25;0,16;4;3;2;432;Потерянные;2023-09;0,98;2361,23;283;2547,51;0,70;0
4212;125;44;614,86;2023-04-22;2023-10-19;472;161,84;128,78;-0,22;-0,25;True;Социальные сети;Одежда;2023-09;Чемпионы;12,44;Зима;0,24;True;0,21;0,83;5;4;1;541;Потерянные;2023-09;0,80;5861,87;396;8728,66;0,43;4
4213;138;12;693,06;2023-04-22;2023-10-19;332;178,42;211,53;0,28;-0,07;False;Социальные сети;Дом и сад;2023-09;Чемпионы;9,27;Лето;1,00;True;0,20;0,41;4;1;1;411;Потенциально лояльные;2023-09;0,26;4797,40;175;21159,91;0,94;4
4214;339;17;13057,33;2023-04-22;2023-10-19;77;194,05;332,71;0,75;-0,67;False;Рефералы;Одежда;2023-09;Потенциальные;18,92;Зима;0,85;False;0,90;0,60;3;2;5;325;Потерянные;2023-09;0,98;5739,18;101;11548,70;0,37;4
4215;537;15;10191,98;2023-04-22;2023-10-19;150;145,26;364,68;0,32;-0,22;True;Контекстная реклама;Книги;2023-09;Новые;14,66;Весна;0,28;False;0,13;0,58;1;2;4;124;Потерянные;2023-09;0,49;1544,64;140;3080,57;0,90;0
4216;68;9;9924,96;2023-04-23;2023-10-19;528;112,01;304,82;0,68;0,45;True;Контекстная реклама;Книги;2023-09;Чемпионы;10,44;Зима;0,26;False;0,87;0,10;5;1;4;514;Потерянные;2023-09;0,52;3789,40;116;12388,29;0,06;4
4217;573;39;9238,91;2023-04-23;2023-10-20;591;57,51;99,17;-0,05;-0,57;False;Контекстная реклама;Книги;2023-09;Потерянные;23,93;Осень;0,80;True;0,39;0,10;1;4;4;144;Нуждающиеся во внимании;2023-09;0,11;5081,99;266;15637,71;0,85;3
4218;541;42;12745,83;2023-04-23;2023-10-20;498;199,86;294,53;0,43;-0,64;False;Рефералы;Электроника;2023-09;Чемпионы;21,26;Зима;0,99;False;0,64;0,57;1;4;5;145;Потерянные;2023-09;0,41;1446,18;83;7881,72;0,30;4
4219;383;48;7229,99;2023-04-23;2023-10-20;70;120,00;157,12;0,96;-0,25;False;Органика;Книги;2023-09;Потерянные;20,69;Лето;0,47;False;0,44;0,31;3;5;3;353;Потерянные;2023-09;0,33;3427,09;228;5541,28;0,66;3
4220;19;12;13062,64;2023-04-23;2023-10-20;485;137,83;180,88;-0,69;0,64;False;Контекстная реклама;Книги;2023-09;Потерянные;13,61;Осень;0,23;False;0,60;0,11;5;1;5;515;Потерянные;2023-09;0,50;4988,44;198;22969,40;0,05;0
4221;450;32;5423,70;2023-04-23;2023-10-20;563;138,07;142,68;0,85;0,25;False;Контекстная реклама;Одежда;2023-09;Потерянные;18,72;Лето;0,23;True;0,55;0,31;2;3;2;232;Потерянные;2023-09;0,34;1247,00;177;2501,19;0,08;0
4222;74;25;13904,28;2023-04-23;2023-10-20;400;169,82;328,24;0,04;0,92;True;Email;Спорт;2023-09;Чемпионы;8,06;Зима;0,80;False;0,43;0,19;5;3;5;535;Потерянные;2023-09;0,50;4587,80;460;28727,58;0,06;0
4223;573;39;10494,92;2023-04-23;2023-10-20;211;6,89;287,55;0,29;0,81;False;Email;Спорт;2023-09;Новые;7,92;Лето;0,61;False;0,28;0,04;1;4;4;144;Нуждающиеся во внимании;2023-09;0,23;5842,16;461;724,16;0,48;4
4224;276;18;3894,80;2023-04-23;2023-10-20;546;47,95;275,79;0,76;-0,70;True;Органика;Книги;2023-09;Рискующие;21,41;Зима;0,63;True;0,93;0,38;3;2;2;322;Потерянные;2023-09;0,96;1280,82;53;19711,64;0,42;1
4225;48;15;8483,07;2023-04-24;2023-10-21;686;134,78;293,75;-0,18;-0,91;False;Социальные сети;Спорт;2023-09;Потенциальные;14,32;Весна;0,19;False;0,92;0,68;5;2;3;523;Потерянные;2023-09;0,70;5589,65;413;4441,30;0,32;1
4226;211;32;8018,81;2023-04-24;2023-10-21;619;179,55;155,77;-0,16;-0,20;True;Социальные сети;Книги;2023-09;Потерянные;8,25;Осень;0,13;True;0,07;0,11;4;3;3;433;Потерянные;2023-09;0,99;3095,91;218;16639,38;0,45;4
4227;622;6;2111,59;2023-04-24;2023-10-21;260;138,64;222,29;0,05;0,04;False;Email;Книги;2023-09;Новые;20,29;Осень;0,01;False;0,22;0,59;1;1;1;111;Потерянные;2023-09;0,10;1121,07;358;6025,63;0,31;2
4228;540;44;8889,08;2023-04-24;2023-10-21;377;85,63;282,64;-0,96;0,03;False;Email;Электроника;2023-09;Потенциальные;10,62;Весна;0,92;False;0,57;0,15;1;4;4;144;Нуждающиеся во внимании;2023-09;0,85;2740,64;353;1512,49;0,87;2
4229;191;43;4756,05;2023-04-24;2023-10-21;508;75,50;283,71;-0,01;-0,73;False;Органика;Дом и сад;2023-09;Лояльные;9,60;Осень;0,35;True;0,98;0,07;4;4;2;442;Потерянные;2023-09;0,18;2520,21;390;25863,11;0,56;3
4230;315;52;832,61;2023-04-24;2023-10-21;238;148,90;333,39;-0,42;-0,75;True;Органика;Спорт;2023-09;Потерянные;0,63;Лето;0,76;False;0,73;0,09;3;5;1;351;Потерянные;2023-09;0,80;2244,78;344;13006,06;0,31;1
4231;563;35;14232,41;2023-04-24;2023-10-21;307;149,54;171,87;0,86;-0,91;True;Рефералы;Книги;2023-09;Потенциальные;16,30;Лето;0,88;True;0,82;0,21;1;4;5;145;Потерянные;2023-09;0,93;5143,40;278;8619,01;0,45;4
4232;562;34;9640,28;2023-04-24;2023-10-21;82;123,38;326,51;-0,82;0,70;True;Социальные сети;Спорт;2023-09;Потерянные;12,78;Зима;0,60;False;0,31;0,47;1;4;4;144;Нуждающиеся во внимании;2023-09;0,23;3261,80;98;28444,51;0,87;0
4233;113;38;13159,94;2023-04-25;2023-10-22;39;61,84;220,86;-0,08;0,90;True;Рефералы;Электроника;2023-09;Чемпионы;7,48;Осень;0,42;True;0,22;0,44;5;4;5;545;Чемпионы;2023-09;0,96;2540,57;241;2918,71;0,41;1
4234;170;54;10157,04;2023-04-25;2023-10-22;687;185,41;294,46;0,89;-0,77;False;Контекстная реклама;Электроника;2023-09;Новые;3,34;Осень;0,04;False;0,23;0,48;4;5;4;454;Чемпионы;2023-09;0,49;2550,54;232;10781,09;0,43;4
4235;468;5;5386,91;2023-04-25;2023-10-22;493;112,62;225,83;0,80;-0,57;False;Органика;Книги;2023-09;Потерянные;4,38;Осень;0,34;False;0,48;0,38;2;1;2;212;Потерянные;2023-09;0,41;5960,54;156;5732,23;0,34;2
4236;14;18;7714,69;2023-04-25;2023-10-22;612;159,15;383,56;0,40;-0,82;False;Социальные сети;Спорт;2023-09;Новые;5,40;Весна;0,32;True;0,86;0,88;5;2;3;523;Потерянные;2023-09;0,82;4094,09;245;29740,28;0,26;2
4237;288;16;10152,41;2023-04-25;2023-10-22;187;46,79;137,38;0,18;0,76;False;Социальные сети;Спорт;2023-09;Рискующие;20,76;Зима;0,57;True;0,22;0,88;3;2;4;324;Потерянные;2023-09;0,87;1207,97;355;16607,58;0,47;2
4238;189;8;14405,77;2023-04-25;2023-10-22;48;72,09;296,00;-0,44;0,92;True;Рефералы;Спорт;2023-09;Лояльные;11,54;Осень;0,76;False;0,57;0,66;4;1;5;415;Потерянные;2023-09;0,85;5439,60;456;24460,52;0,74;3
4239;155;25;3842,36;2023-04-25;2023-10-22;84;175,54;264,49;-0,27;-0,48;False;Email;Электроника;2023-09;Рискующие;16,69;Осень;0,71;True;0,81;0,32;4;3;2;432;Потерянные;2023-09;0,66;4633,42;233;5324,25;0,37;4
4240;567;32;13130,91;2023-04-25;2023-10-22;50;14,77;135,27;-0,82;-0,39;False;Email;Одежда;2023-09;Рискующие;11,07;Лето;0,87;False;0,50;0,19;1;3;5;135;Нуждающиеся во внимании;2023-09;0,37;2058,63;314;9480,82;0,23;4
4241;471;26;13864,96;2023-04-25;2023-10-22;311;104,90;101,12;0,57;-0,27;False;Органика;Одежда;2023-09;Лояльные;11,37;Весна;0,05;True;0,42;0,70;2;3;5;235;Потерянные;2023-09;0,35;1567,81;409;18778,34;0,66;0
4242;75;52;10072,71;2023-04-26;2023-10-23;569;98,93;335,73;-0,35;0,00;False;Email;Спорт;2023-09;Чемпионы;19,73;Осень;0,61;True;0,35;1,00;5;5;4;554;Чемпионы;2023-09;0,31;2885,85;201;5751,89;0,81;4
4243;277;22;13972,44;2023-04-26;2023-10-23;446;151,49;130,38;0,34;0,36;False;Контекстная реклама;Спорт;2023-09;Новые;18,51;Осень;0,19;True;0,60;0,82;3;2;5;325;Потерянные;2023-09;0,23;2039,76;169;15251,84;0,02;0
4244;343;31;5998,28;2023-04-26;2023-10-23;314;59,97;139,68;-0,28;0,01;False;Социальные сети;Дом и сад;2023-09;Потенциальные;5,57;Весна;0,97;True;0,82;0,33;3;3;2;332;Потерянные;2023-09;0,45;4509,15;78;27982,60;0,63;2
4245;425;43;14297,59;2023-04-26;2023-10-23;561;47,72;393,10;-0,07;0,90;False;Email;Книги;2023-09;Лояльные;15,02;Лето;0,41;False;1,00;0,19;2;4;5;245;Рискуем потерять;2023-09;0,87;1871,55;56;27942,44;0,90;1
4246;571;10;10556,60;2023-04-26;2023-10-23;561;185,60;309,52;0,11;-0,80;False;Органика;Электроника;2023-09;Рискующие;16,32;Весна;0,62;True;0,87;0,82;1;1;4;114;Потерянные;2023-09;1,00;3618,71;451;10968,97;0,09;2
4247;511;12;677,99;2023-04-26;2023-10-23;540;116,48;160,16;0,60;0,60;False;Контекстная реклама;Дом и сад;2023-09;Потенциальные;9,72;Зима;0,35;False;0,45;0,40;2;1;1;211;Новые клиенты;2023-09;0,72;4185,49;499;15726,18;0,90;4
4248;182;53;13607,75;2023-04-26;2023-10-23;425;25,41;269,10;-0,58;-0,33;True;Рефералы;Спорт;2023-09;Потерянные;1,64;Лето;0,22;False;0,08;0,58;4;5;5;455;Чемпионы;2023-09;0,24;4345,25;333;6353,04;0,12;0
4249;458;28;7292,87;2023-04-26;2023-10-23;149;42,64;250,92;-0,20;-0,24;False;Рефералы;Одежда;2023-09;Лояльные;8,91;Осень;0,69;False;0,12;0,04;2;3;3;233;Потерянные;2023-09;0,71;4828,74;92;29366,23;1,00;2
4250;64;6;6931,89;2023-04-26;2023-10-24;126;199,77;350,23;-0,74;0,42;True;Контекстная реклама;Одежда;2023-09;Потерянные;8,60;Осень;0,94;False;0,03;0,81;5;1;3;513;Потерянные;2023-09;0,35;3514,59;218;15836,23;0,51;4
4251;260;20;8518,68;2023-04-27;2023-10-24;149;43,14;313,38;-0,85;0,86;False;Органика;Дом и сад;2023-09;Лояльные;16,58;Зима;0,06;False;0,36;0,20;3;2;3;323;Потерянные;2023-09;0,75;2055,50;368;6586,24;0,73;4
4252;193;5;2283,30;2023-04-27;2023-10-24;566;124,04;346,15;0,21;0,43;False;Рефералы;Одежда;2023-09;Чемпионы;19,43;Весна;0,83;False;0,48;0,76;4;1;1;411;Потенциально лояльные;2023-09;0,31;2697,52;78;25420,48;0,06;0
4253;616;23;7064,03;2023-04-27;2023-10-24;182;86,92;147,68;-0,62;0,55;False;Социальные сети;Одежда;2023-09;Потерянные;9,50;Осень;0,34;False;0,82;0,66;1;3;3;133;Потерянные;2023-09;0,25;2898,51;222;12901,03;0,10;3
4254;406;9;12475,35;2023-04-27;2023-10-24;274;177,69;284,87;-0,88;0,50;False;Социальные сети;Книги;2023-09;Чемпионы;15,50;Весна;0,12;True;0,09;0,41;2;1;5;215;Нуждающиеся во внимании;2023-09;0,67;4437,10;322;19266,04;0,96;1
4255;93;29;281,46;2023-04-27;2023-10-24;545;152,26;92,88;0,79;-0,36;False;Органика;Спорт;2023-09;Новые;15,43;Весна;0,71;False;0,23;0,53;5;3;1;531;Потерянные;2023-09;0,72;4129,19;144;25385,23;0,99;3
4256;430;16;4130,11;2023-04-27;2023-10-24;422;121,41;102,06;0,07;0,51;True;Органика;Дом и сад;2023-09;Новые;15,56;Весна;0,08;False;0,51;0,54;2;2;2;222;Потерянные;2023-09;0,27;3475,12;450;9621,49;0,28;2
4257;434;54;86,70;2023-04-27;2023-10-24;172;7,09;308,33;-0,73;0,57;False;Социальные сети;Электроника;2023-09;Потенциальные;13,30;Осень;0,73;False;0,85;0,23;2;5;1;251;Потерянные;2023-09;0,56;3366,85;208;17548,20;0,34;3
4258;404;46;6264,88;2023-04-27;2023-10-25;533;176,56;87,81;-0,89;0,07;False;Органика;Электроника;2023-09;Новые;15,10;Лето;0,44;False;0,09;0,13;2;5;3;253;Потерянные;2023-09;0,89;1300,79;392;2155,55;0,01;0
4259;434;22;10938,32;2023-04-27;2023-10-25;249;91,71;265,52;-0,76;0,07;False;Контекстная реклама;Спорт;2023-09;Потерянные;20,82;Осень;0,16;False;0,24;0,81;2;2;4;224;Потерянные;2023-09;0,72;4448,26;443;7419,03;0,96;1
4260;112;8;11991,64;2023-04-28;2023-10-25;189;186,66;348,93;-0,06;0,52;True;Органика;Электроника;2023-09;Потерянные;22,12;Лето;0,16;True;0,54;0,69;5;1;5;515;Потерянные;2023-09;0,71;5020,64;407;4593,30;0,92;3
4261;375;20;14180,59;2023-04-28;2023-10-25;105;101,63;201,58;0,34;0,63;False;Социальные сети;Одежда;2023-09;Лояльные;2,20;Лето;0,75;True;0,32;0,62;3;2;5;325;Потерянные;2023-09;0,75;5442,80;425;19503,63;0,12;3
4262;59;51;9147,14;2023-04-28;2023-10-25;640;140,37;94,35;0,28;-0,33;False;Email;Книги;2023-09;Лояльные;0,28;Лето;0,83;False;0,99;0,28;5;5;4;554;Чемпионы;2023-09;0,42;1102,17;460;8012,30;0,37;1
4263;43;14;3856,67;2023-04-28;2023-10-25;668;18,51;308,43;-0,71;0,60;True;Органика;Дом и сад;2023-09;Лояльные;12,45;Осень;0,69;True;0,45;0,40;5;2;2;522;Потерянные;2023-09;0,29;5374,06;380;22919,58;0,97;2
4264;207;39;13866,01;2023-04-28;2023-10-25;61;150,30;377,50;0,27;0,63;False;Рефералы;Дом и сад;2023-09;Потерянные;9,91;Зима;0,72;False;0,91;0,15;4;4;5;445;Чемпионы;2023-09;0,76;5380,13;453;22953,53;0,13;0
4265;296;37;11640,97;2023-04-28;2023-10-25;363;70,91;309,49;-0,19;-0,53;True;Контекстная реклама;Одежда;2023-09;Лояльные;10,83;Зима;0,85;True;0,94;0,75;3;4;4;344;Лояльные клиенты;2023-09;0,83;4315,56;351;23635,19;0,87;1
4266;118;50;8637,71;2023-04-28;2023-10-25;554;73,52;265,10;-0,07;0,43;False;Контекстная реклама;Спорт;2023-09;Чемпионы;11,00;Лето;0,43;False;0,26;0,02;5;5;3;553;Потерянные;2023-09;0,91;2392,71;118;4412,51;0,20;2
4267;532;34;10449,82;2023-04-28;2023-10-26;469;28,14;153,61;0,60;-0,63;False;Контекстная реклама;Книги;2023-09;Лояльные;21,48;Осень;0,17;False;0,33;0,00;1;4;4;144;Нуждающиеся во внимании;2023-09;0,82;5462,41;209;16018,42;0,07;1
