property_id,city,district,property_type,total_area,living_area,kitchen_area,rooms,floor,total_floors,year_built,renovation_type,balcony,parking,metro_distance,center_distance,school_rating,hospital_distance,shopping_mall_distance,park_distance,crime_rate,air_quality_index,noise_level,price
PROP_002589,Москва,Окраина,Элитное,166.9,123.1,17.4,6,2,12,1928,Косметический,False,True,0.5,37.9,3.3,3.3,0.3,4.4,2.6,7.0,3.9,26500000
PROP_002590,Казань,Окраина,Вторичка,25.0,15.2,14.3,1,16,16,1978,Косметический,False,True,,20.1,1.8,7.6,2.3,2.5,2.6,2.6,5.2,1000000
PROP_002591,СПб,Спальный район,Новостройка,51.7,37.0,16.9,2,2,20,2016,Косметический,True,False,1.4,13.9,5.9,1.8,5.8,9.5,1.0,,1.0,7560000
PROP_002592,Екатеринбург,Спальный район,Новостройка,67.6,53.5,8.0,3,6,20,2015,Евроремонт,True,False,,10.2,6.4,6.2,8.8,1.6,1.7,2.8,4.0,6940000
PROP_002593,Казань,Центр,Вторичка,25.0,19.6,14.7,1,2,5,2000,Без ремонта,True,True,,0.5,10.0,2.7,4.2,1.0,4.9,3.1,1.0,3250000
PROP_002594,Москва,Промышленный,Вторичка,47.0,35.8,18.1,2,5,5,1995,Без ремонта,True,False,0.1,32.2,9.8,4.0,6.0,1.7,2.9,3.1,7.4,4280000
PROP_002595,Москва,Промышленный,Вторичка,27.0,19.7,10.3,1,9,16,2012,Евроремонт,True,False,0.9,9.2,7.0,1.0,1.8,1.0,4.8,2.0,6.7,4990000
PROP_002596,СПб,Центр,Новостройка,88.9,56.7,7.1,3,17,25,2016,Без ремонта,False,False,0.1,1.9,4.7,2.6,4.5,1.5,2.7,1.0,2.5,26730000
PROP_002597,СПб,Спальный район,Вторичка,25.0,18.8,19.0,1,5,12,1984,Евроремонт,True,False,5.5,24.2,5.0,5.4,2.5,0.9,3.3,6.1,2.0,3340000
PROP_002598,Москва,Деловой район,Вторичка,27.9,18.5,19.4,1,10,12,2007,Косметический,False,True,5.7,6.0,6.2,6.2,0.8,1.9,4.6,3.8,10.0,7550000
PROP_002599,Москва,Деловой район,Вторичка,49.7,33.8,17.9,2,8,12,1982,Косметический,False,False,1.2,0.8,6.8,7.1,3.8,2.1,2.1,1.1,6.7,12010000
PROP_002600,Казань,Промышленный,Новостройка,25.6,20.1,7.1,1,14,25,2017,Косметический,True,True,,25.4,3.9,3.0,1.7,2.7,3.0,1.0,7.5,1560000
PROP_002601,Москва,Окраина,Элитное,114.3,90.3,17.1,3,3,8,2018,Косметический,True,True,0.5,9.2,7.7,2.5,4.5,3.5,2.8,2.0,6.1,25110000
PROP_002602,Москва,Центр,Вторичка,25.4,16.9,9.8,1,8,12,1972,Без ремонта,True,True,0.1,1.8,9.9,2.6,3.2,1.5,5.0,2.5,3.4,8330000
PROP_002603,Новосибирск,Центр,Вторичка,90.2,67.3,16.9,3,6,9,1968,Без ремонта,False,False,0.5,0.5,4.8,8.2,2.0,2.3,5.1,1.0,7.7,10140000
PROP_002604,Новосибирск,Промышленный,Вторичка,61.5,40.1,18.1,3,5,12,1996,Косметический,True,True,2.3,37.9,3.0,0.6,2.6,4.3,1.6,1.0,9.8,2400000
PROP_002605,Новосибирск,Деловой район,Вторичка,32.2,25.4,8.0,1,9,16,1983,Без ремонта,True,False,1.1,1.1,8.7,7.2,1.5,5.6,2.1,3.4,2.6,3700000
PROP_002606,Москва,Спальный район,Элитное,80.0,53.3,11.2,4,1,3,2019,Косметический,True,True,2.9,12.4,,0.1,5.3,3.8,2.7,6.8,2.2,30320000
PROP_002607,Екатеринбург,Деловой район,Новостройка,122.0,83.1,7.0,6,1,20,2020,Евроремонт,False,True,,4.9,6.2,2.0,1.2,3.2,3.3,2.3,2.3,17520000
PROP_002608,СПб,Деловой район,Новостройка,28.3,22.1,19.8,1,11,16,2022,Евроремонт,True,False,2.0,10.9,4.7,1.6,3.5,2.9,1.7,1.0,3.0,7430000
PROP_002609,Екатеринбург,Промышленный,Новостройка,43.8,31.0,6.4,2,11,12,2017,Косметический,True,True,,27.4,3.5,1.8,4.8,1.0,1.0,3.1,10.0,2550000
PROP_002610,Москва,Спальный район,Вторичка,30.4,19.3,7.8,1,11,12,1972,Евроремонт,True,False,2.8,23.1,6.1,5.1,3.7,1.9,1.0,5.9,6.5,4550000
PROP_002611,СПб,Спальный район,Элитное,136.2,97.7,12.6,5,3,5,1934,Евроремонт,True,False,0.6,7.3,9.4,2.2,5.6,3.4,1.8,1.0,2.2,40620000
PROP_002612,Казань,Деловой район,Вторичка,32.9,23.2,19.7,1,3,9,1986,Косметический,True,False,,8.9,1.8,4.6,4.2,3.0,1.0,2.1,4.4,2690000
PROP_002613,Москва,Промышленный,Вторичка,25.0,16.8,8.8,1,1,5,1993,Косметический,False,True,1.4,36.8,2.8,0.9,4.1,2.9,3.4,4.2,4.5,2030000
PROP_002614,Москва,Центр,Вторичка,60.0,41.8,12.7,3,7,9,1972,Косметический,True,False,0.1,8.4,4.2,1.8,3.6,3.6,4.0,4.7,3.7,16080000
PROP_002615,Екатеринбург,Деловой район,Новостройка,54.4,41.0,10.9,2,5,16,2016,Евроремонт,True,False,,4.1,1.8,2.0,1.8,1.0,1.0,5.3,1.5,10200000
PROP_002616,Москва,Спальный район,Вторичка,27.4,18.9,7.1,1,2,12,1998,Без ремонта,True,False,4.9,12.6,4.1,3.5,3.6,0.9,2.0,1.5,5.7,4380000
PROP_002617,СПб,Окраина,Новостройка,32.3,23.8,6.5,1,8,16,2024,Евроремонт,False,False,2.9,33.2,1.0,1.7,7.2,1.2,1.0,1.5,1.6,2710000
PROP_002618,Новосибирск,Промышленный,Вторичка,25.0,19.9,7.6,1,2,9,1996,Косметический,True,False,3.7,26.2,3.2,8.0,0.2,2.2,2.3,7.1,5.9,1240000
PROP_002619,Екатеринбург,Центр,Новостройка,50.6,34.4,9.2,2,7,16,2020,Евроремонт,False,False,,1.2,1.9,6.4,2.5,0.8,7.8,4.6,2.2,9890000
PROP_002620,Москва,Промышленный,Вторичка,142.4,88.4,18.5,6,7,9,2014,Косметический,True,False,1.4,29.6,3.8,3.1,2.3,0.6,2.2,10.0,5.5,14040000
PROP_002621,СПб,Центр,Вторичка,47.8,36.1,16.6,2,5,5,2003,Евроремонт,True,True,0.2,0.5,8.5,7.9,1.8,3.0,6.4,4.0,2.1,17320000
PROP_002622,Казань,Деловой район,Вторичка,39.3,26.8,14.7,2,8,9,2008,Косметический,True,False,,8.1,7.6,0.3,0.9,0.9,1.9,7.4,5.2,4150000
PROP_002623,Москва,Деловой район,Элитное,80.0,54.3,9.1,3,1,12,2021,Евроремонт,True,True,1.0,4.5,5.1,1.7,5.5,2.6,4.3,4.5,6.2,50980000
PROP_002624,Екатеринбург,Окраина,Вторичка,25.0,19.3,18.9,1,8,16,1970,Косметический,False,True,,25.8,10.0,15.9,2.9,11.4,2.6,3.7,3.9,1000000
PROP_002625,СПб,Деловой район,Элитное,83.4,63.1,17.9,4,5,5,2018,Евроремонт,True,False,0.6,2.2,7.3,1.5,4.1,2.0,9.4,4.0,3.3,45170000
PROP_002626,Новосибирск,Промышленный,Вторичка,27.6,20.8,18.5,1,4,9,2006,Без ремонта,True,False,1.7,12.5,10.0,1.3,5.8,1.1,2.6,5.9,3.7,1410000
PROP_002627,Москва,Центр,Новостройка,47.3,31.2,15.7,2,6,20,2020,Евроремонт,True,False,0.1,0.5,3.2,2.7,2.3,1.1,1.0,2.3,7.0,20120000
PROP_002628,Новосибирск,Окраина,Новостройка,68.5,43.8,19.4,3,6,25,2020,Евроремонт,True,False,1.0,50.0,2.4,3.8,3.8,2.9,1.7,2.4,3.1,2910000
PROP_002629,СПб,Спальный район,Элитное,80.0,60.0,7.9,3,3,3,2011,Косметический,True,False,3.0,8.5,2.7,5.9,1.3,0.1,2.4,7.5,5.6,19660000
PROP_002630,Москва,Промышленный,Вторичка,78.5,49.2,7.3,3,9,12,1975,Без ремонта,False,False,0.9,22.4,10.0,11.1,0.4,6.4,1.7,1.0,1.4,7660000
PROP_002631,Москва,Центр,Новостройка,47.0,31.3,6.2,2,9,12,2021,Евроремонт,True,False,0.6,4.3,9.8,5.9,0.4,0.6,5.7,2.7,5.4,22530000
PROP_002632,СПб,Окраина,Вторичка,85.8,54.9,6.2,4,10,16,1969,Без ремонта,True,True,1.3,47.3,7.2,2.4,4.1,5.1,3.6,4.0,6.8,4110000
PROP_002633,Новосибирск,Деловой район,Вторичка,36.1,25.0,15.3,2,6,12,1977,Евроремонт,True,True,2.0,12.7,1.0,14.4,4.2,7.2,3.6,2.6,1.0,4130000
PROP_002634,Москва,Спальный район,Новостройка,33.2,24.6,13.3,1,14,20,2021,Косметический,True,False,3.0,21.7,3.8,10.1,4.3,4.2,9.1,1.0,2.0,5550000
PROP_002635,СПб,Спальный район,Элитное,80.0,57.7,15.7,3,2,3,2021,Евроремонт,True,False,1.0,21.3,8.9,3.7,3.5,0.5,3.3,1.0,1.1,27090000
PROP_002636,Новосибирск,Окраина,Вторичка,65.3,40.8,16.1,3,9,9,2004,Без ремонта,True,False,1.2,21.2,6.2,4.5,4.6,3.4,3.0,6.3,1.6,2460000
PROP_002637,Москва,Деловой район,Вторичка,49.6,36.9,6.0,2,15,16,1970,Евроремонт,True,False,2.4,10.3,10.0,2.3,1.9,7.3,2.2,3.0,6.8,13540000
PROP_002638,Казань,Центр,Новостройка,45.6,28.8,6.9,2,1,12,2020,Евроремонт,True,False,,4.2,6.7,9.8,1.3,0.7,1.5,5.6,4.5,7860000
PROP_002639,Москва,Спальный район,Вторичка,98.0,65.5,14.6,3,5,5,1983,Евроремонт,True,True,0.5,22.4,4.8,8.4,2.5,3.9,4.9,5.3,2.7,14680000
PROP_002640,Новосибирск,Центр,Вторичка,116.0,86.2,17.7,4,1,16,1974,Без ремонта,True,False,0.2,3.0,3.6,0.8,4.2,4.7,2.8,1.1,3.6,11560000
PROP_002641,Москва,Спальный район,Вторичка,51.8,34.7,8.9,2,9,12,1962,Косметический,False,False,3.1,18.7,,3.3,1.3,1.4,1.0,3.8,2.7,7660000
PROP_002642,Новосибирск,Центр,Вторичка,89.0,69.7,17.6,3,9,12,1968,Косметический,True,False,0.3,2.8,10.0,0.5,3.6,4.9,3.9,3.9,3.4,12040000
PROP_002643,Новосибирск,Центр,Вторичка,25.0,16.7,11.8,1,2,9,2007,Косметический,False,False,0.8,0.5,4.2,7.5,4.9,4.2,1.5,,2.6,3780000
PROP_002644,Москва,Деловой район,Новостройка,41.2,32.3,6.3,2,8,25,2016,Косметический,True,True,1.3,5.8,6.1,5.1,1.6,0.3,2.5,4.1,3.1,16490000
PROP_002645,Новосибирск,Окраина,Новостройка,63.0,45.5,9.8,3,10,16,2024,Евроремонт,True,False,1.9,46.0,2.5,0.8,6.1,5.0,1.1,7.4,4.8,3830000
PROP_002646,Новосибирск,Промышленный,Вторичка,25.0,15.8,7.2,1,8,9,1995,Без ремонта,True,False,2.7,35.2,10.0,3.4,2.6,2.5,6.8,6.2,3.5,1000000
PROP_002647,Москва,Деловой район,Элитное,133.8,103.1,11.6,6,3,3,2014,Косметический,True,False,1.2,1.6,5.0,0.7,5.3,6.7,1.0,3.8,2.2,88460000
PROP_002648,СПб,Спальный район,Новостройка,64.7,40.1,11.5,3,6,16,2015,Косметический,True,False,1.7,7.9,3.6,3.3,1.5,0.1,3.0,,10.0,8500000
PROP_002649,Москва,Деловой район,Вторичка,62.3,44.0,10.6,3,9,12,1994,Косметический,True,False,1.8,3.9,10.0,1.0,3.6,3.9,2.7,3.4,4.7,14910000
PROP_002650,Казань,Окраина,Вторичка,35.9,24.8,19.1,2,7,16,1980,Без ремонта,False,False,,50.0,2.4,11.0,3.1,6.5,5.6,1.0,6.8,1000000
PROP_002651,Москва,Промышленный,Элитное,83.5,56.4,6.7,3,5,12,1921,Косметический,True,False,0.6,32.7,4.6,5.7,1.5,2.5,3.4,6.9,4.3,12850000
PROP_002652,Екатеринбург,Центр,Вторичка,84.8,53.8,16.9,4,4,9,1994,Косметический,False,False,,2.3,10.0,1.9,6.4,1.9,1.5,,2.5,12010000
PROP_002653,СПб,Деловой район,Новостройка,79.7,50.4,6.8,3,9,12,2022,Евроремонт,True,True,0.6,4.6,6.4,2.5,2.7,7.8,1.0,3.7,1.0,31600000
PROP_002654,СПб,Спальный район,Вторичка,50.7,39.1,11.1,2,11,12,1975,Косметический,True,True,1.1,13.3,10.0,0.2,1.3,2.3,2.5,2.4,9.9,5320000
PROP_002655,Москва,Спальный район,Новостройка,44.2,33.9,8.6,2,8,16,2020,Евроремонт,True,False,2.6,10.3,,5.8,3.3,2.2,3.0,3.7,1.0,11310000
PROP_002656,Новосибирск,Центр,Вторичка,82.8,65.7,7.1,3,3,9,1997,Без ремонта,True,False,0.5,0.5,8.1,0.6,2.4,0.9,1.5,1.0,10.0,9350000
PROP_002657,Москва,Деловой район,Элитное,88.1,61.7,18.9,4,1,3,1940,Без ремонта,True,True,1.0,11.8,5.7,1.4,4.7,0.8,2.5,3.2,5.8,34380000
PROP_002658,Новосибирск,Центр,Вторичка,34.7,22.9,7.4,1,2,5,1970,Косметический,True,True,0.3,0.5,5.0,8.3,5.2,2.2,1.9,3.0,5.7,4510000
PROP_002659,Москва,Центр,Вторичка,69.6,45.4,18.6,3,1,9,2006,Без ремонта,False,False,0.7,3.9,6.0,4.5,5.2,4.4,2.6,1.7,4.3,16560000
PROP_002660,Новосибирск,Промышленный,Вторичка,53.6,37.4,15.0,2,4,9,1995,Косметический,True,True,1.8,34.9,10.0,5.9,3.8,5.5,1.9,2.9,2.4,2760000
PROP_002661,Казань,Центр,Вторичка,25.0,15.9,7.5,1,9,9,1966,Косметический,True,False,,1.6,3.2,5.3,1.7,7.7,4.0,8.0,8.7,2500000
PROP_002662,Москва,Центр,Вторичка,45.0,27.8,7.3,2,3,9,2004,Косметический,False,False,0.2,3.3,6.4,4.6,1.8,1.7,1.9,4.8,4.7,14380000
PROP_002663,Москва,Промышленный,Новостройка,25.0,17.0,18.2,1,10,25,2015,Без ремонта,True,True,3.1,22.7,7.1,4.3,1.8,2.2,4.1,5.3,1.0,3500000
PROP_002664,СПб,Деловой район,Вторичка,35.7,26.8,8.0,2,1,5,1999,Косметический,True,False,3.4,2.9,4.2,4.3,3.2,7.1,1.5,,1.4,8300000
PROP_002665,СПб,Деловой район,Элитное,148.4,96.9,7.1,4,2,5,2024,Евроремонт,False,False,0.7,3.8,6.6,0.1,2.7,2.2,1.0,2.1,2.2,84350000
PROP_002666,Москва,Спальный район,Вторичка,25.0,16.1,18.1,1,5,12,2012,Без ремонта,True,True,1.6,3.2,5.4,0.4,6.5,7.4,3.8,6.5,9.7,3620000
PROP_002667,Москва,Центр,Вторичка,25.0,15.3,9.6,1,2,5,1983,Без ремонта,False,False,0.4,0.7,3.0,2.2,1.2,2.4,1.1,1.6,1.0,7610000
PROP_002668,Екатеринбург,Центр,Новостройка,65.5,51.3,13.5,3,14,16,2019,Евроремонт,False,False,,1.0,10.0,4.8,3.2,3.9,5.0,6.0,3.0,12510000
PROP_002669,СПб,Центр,Новостройка,68.2,47.4,18.6,3,6,12,2016,Косметический,True,False,0.2,1.2,6.6,0.2,0.9,7.2,10.0,5.2,3.8,19390000
PROP_002670,Москва,Промышленный,Новостройка,47.8,31.7,6.7,2,5,12,2017,Косметический,False,False,0.7,49.9,5.8,2.0,2.1,2.4,4.3,1.4,3.7,6870000
PROP_002671,Москва,Спальный район,Вторичка,52.8,37.9,7.7,2,5,5,1973,Косметический,True,False,2.1,4.5,8.7,6.9,2.0,3.5,1.0,1.0,3.7,10180000
PROP_002672,Екатеринбург,Деловой район,Новостройка,82.2,52.3,6.4,3,14,20,2019,Без ремонта,True,True,,1.6,2.8,1.8,1.3,3.5,3.2,8.5,5.6,10670000
PROP_002673,СПб,Деловой район,Новостройка,51.8,31.7,13.0,2,1,25,2016,Косметический,True,False,1.4,15.6,10.0,2.3,1.4,0.8,1.0,3.2,4.6,12330000
PROP_002674,Москва,Окраина,Вторичка,35.9,22.8,18.9,2,9,9,1979,Без ремонта,True,False,0.8,41.9,3.7,7.7,1.8,5.7,3.8,2.5,5.6,2160000
PROP_002675,Казань,Центр,Новостройка,117.4,90.2,19.3,4,10,20,2022,Евроремонт,True,True,,0.6,2.1,5.6,2.2,7.1,1.4,1.0,9.2,21700000
PROP_002676,Москва,Окраина,Новостройка,82.0,58.7,12.6,4,11,16,2022,Косметический,True,False,3.7,25.2,5.8,3.2,5.1,1.9,1.0,3.1,4.8,9100000
PROP_002677,Москва,Промышленный,Новостройка,35.4,23.1,7.3,2,12,25,2021,Косметический,True,False,2.5,50.0,8.8,1.1,2.8,6.5,5.7,5.6,6.2,5050000
PROP_002678,Москва,Центр,Вторичка,75.9,53.5,15.2,3,2,5,1995,Евроремонт,True,False,0.2,0.5,,8.7,0.9,3.2,1.0,1.0,7.8,28380000
PROP_002679,Казань,Центр,Новостройка,37.0,23.5,10.2,2,5,12,2022,Евроремонт,True,False,,4.1,4.3,1.9,1.8,5.1,2.3,1.0,1.5,8000000
PROP_002680,Москва,Окраина,Вторичка,44.3,27.2,18.0,2,16,16,1973,Без ремонта,True,True,4.0,36.2,10.0,5.7,1.5,0.6,2.1,4.1,10.0,2870000
PROP_002681,Екатеринбург,Центр,Вторичка,25.0,17.1,14.2,1,4,5,1971,Косметический,False,True,,0.8,3.0,6.9,2.9,1.0,1.0,1.2,3.6,3550000
PROP_002682,Екатеринбург,Спальный район,Вторичка,83.9,51.2,7.9,3,2,12,2010,Евроремонт,True,False,,2.4,2.7,2.7,0.5,0.2,3.8,1.6,8.1,6780000
PROP_002683,Москва,Спальный район,Элитное,80.0,59.8,7.3,4,5,5,1902,Без ремонта,True,True,1.0,10.4,4.5,5.5,2.7,2.8,1.0,3.8,6.1,21220000
PROP_002684,Москва,Окраина,Новостройка,54.7,35.8,11.7,2,4,12,2017,Без ремонта,True,False,3.0,9.0,10.0,9.6,1.4,1.7,1.4,10.0,3.2,6980000
PROP_002685,СПб,Окраина,Новостройка,115.3,86.6,8.7,4,20,20,2015,Косметический,False,True,1.2,48.5,4.2,2.7,2.0,0.9,6.3,5.3,5.0,7150000
PROP_002686,Москва,Окраина,Новостройка,58.0,38.8,7.5,3,17,20,2024,Евроремонт,True,True,2.9,27.4,3.9,4.8,1.3,9.5,5.4,5.3,2.5,8040000
PROP_002687,СПб,Спальный район,Новостройка,33.0,23.6,9.7,1,13,25,2017,Косметический,True,False,1.8,7.4,2.3,4.5,7.0,3.9,6.2,2.8,3.9,4400000
PROP_002688,Новосибирск,Центр,Новостройка,45.0,27.5,18.1,2,21,25,2016,Евроремонт,True,False,0.3,0.5,3.3,10.6,10.8,1.3,1.0,8.8,2.6,11710000
PROP_002689,Казань,Промышленный,Вторичка,51.0,37.8,6.5,2,4,5,1990,Без ремонта,True,False,,16.5,4.9,6.7,1.7,1.3,4.3,3.0,2.7,1890000
PROP_002690,Новосибирск,Окраина,Вторичка,46.4,33.7,8.8,2,4,12,1969,Косметический,True,True,0.3,19.1,4.2,1.1,3.8,12.7,5.8,1.0,3.0,1750000
PROP_002691,Москва,Окраина,Новостройка,69.4,46.6,12.9,3,12,12,2019,Косметический,True,True,1.0,50.0,5.2,6.5,1.4,1.1,5.1,1.0,1.4,7490000
PROP_002692,СПб,Деловой район,Вторичка,66.1,52.1,19.0,3,3,12,1975,Косметический,True,False,1.6,8.9,3.9,4.3,4.7,1.3,1.0,1.0,1.5,12520000
PROP_002693,Екатеринбург,Окраина,Вторичка,37.2,25.5,12.5,2,1,12,1987,Косметический,True,True,,41.1,5.2,2.9,1.6,6.1,8.7,5.8,6.4,1000000
PROP_002694,СПб,Спальный район,Вторичка,67.7,52.1,13.7,3,5,12,2011,Евроремонт,True,False,2.3,4.4,6.0,2.8,2.2,6.5,1.3,6.8,5.6,11580000
PROP_002695,Москва,Окраина,Вторичка,105.8,82.5,9.8,3,9,9,2001,Без ремонта,True,True,2.4,37.7,6.5,7.8,1.1,4.9,1.0,5.4,3.1,6970000
PROP_002696,Новосибирск,Промышленный,Вторичка,66.9,41.8,19.3,3,4,5,1978,Без ремонта,True,False,2.9,25.2,8.9,1.9,3.0,1.4,7.7,4.6,7.1,2300000
PROP_002697,Казань,Промышленный,Элитное,202.9,148.6,15.1,5,5,5,2014,Евроремонт,True,True,,13.0,5.2,3.4,2.0,1.5,4.4,3.2,1.9,24050000
PROP_002698,Казань,Деловой район,Вторичка,124.1,80.0,17.0,4,1,9,1968,Косметический,False,True,,8.0,2.6,1.9,6.6,1.0,3.2,1.0,1.1,10790000
PROP_002699,Новосибирск,Окраина,Новостройка,63.6,45.3,12.8,3,3,12,2024,Евроремонт,True,True,1.2,9.4,3.0,4.5,1.2,3.8,10.0,10.0,4.3,3650000
PROP_002700,Москва,Окраина,Вторичка,38.7,28.1,7.2,2,16,16,1992,Косметический,True,False,2.8,15.6,6.2,5.3,1.3,0.4,1.0,3.7,1.6,3110000
PROP_002701,СПб,Деловой район,Новостройка,53.3,41.2,13.7,2,5,16,2024,Евроремонт,False,False,2.0,9.8,10.0,1.3,4.8,0.7,3.0,4.8,6.1,14590000
PROP_002702,Москва,Центр,Вторичка,52.2,41.2,10.0,2,6,12,1993,Евроремонт,True,False,0.1,0.5,4.0,1.9,2.1,0.9,2.4,3.2,1.0,20770000
PROP_002703,СПб,Окраина,Вторичка,38.8,30.8,14.8,2,5,5,1999,Косметический,True,True,3.1,22.3,9.6,2.0,3.1,2.2,2.7,2.6,3.4,2830000
PROP_002704,Новосибирск,Промышленный,Вторичка,42.2,26.1,6.2,2,6,16,1972,Без ремонта,True,False,1.6,26.8,6.5,4.4,7.9,1.6,2.8,4.3,2.8,1640000
PROP_002705,СПб,Центр,Вторичка,49.7,30.3,6.5,2,12,16,1965,Без ремонта,False,False,0.1,3.9,10.0,6.5,3.5,3.5,1.0,1.0,7.7,10650000
PROP_002706,Казань,Промышленный,Новостройка,25.0,17.9,8.5,1,19,25,2021,Косметический,True,True,,16.4,9.3,0.7,2.3,5.3,1.2,10.0,2.6,2080000
PROP_002707,СПб,Деловой район,Элитное,132.6,92.0,7.2,6,4,5,1945,Косметический,True,True,2.9,2.6,3.6,5.1,0.7,4.9,1.7,5.0,8.0,42410000
PROP_002708,Москва,Центр,Новостройка,31.0,24.0,13.9,1,4,16,2022,Евроремонт,True,False,0.3,6.5,5.2,3.9,4.1,2.9,2.7,1.9,3.4,13290000
PROP_002709,СПб,Промышленный,Элитное,227.5,163.6,15.9,4,5,5,1904,Косметический,True,True,1.4,29.9,7.7,8.2,5.7,5.6,2.3,1.7,7.6,38520000
PROP_002710,Москва,Деловой район,Вторичка,47.2,31.5,11.0,2,7,12,1986,Без ремонта,True,False,1.3,4.2,1.0,5.3,2.1,4.9,2.9,,2.6,9080000
PROP_002711,Москва,Деловой район,Вторичка,51.8,35.4,11.4,2,1,5,1997,Без ремонта,True,True,3.7,6.3,10.0,2.4,5.3,2.8,5.9,4.2,5.4,13010000
PROP_002712,Москва,Центр,Новостройка,41.6,32.2,18.9,2,3,16,2019,Косметический,True,False,0.4,0.5,5.9,3.3,1.9,1.3,1.8,6.4,3.3,17120000
PROP_002713,СПб,Промышленный,Новостройка,72.7,48.4,8.4,3,4,25,2017,Евроремонт,True,True,5.2,48.0,10.0,2.2,4.4,1.4,6.8,,5.9,7400000
PROP_002714,Новосибирск,Промышленный,Новостройка,25.0,16.6,19.0,1,10,16,2015,Евроремонт,True,False,2.6,33.0,6.3,2.1,4.4,7.0,1.0,4.1,5.5,1810000
PROP_002715,СПб,Промышленный,Вторичка,80.1,60.8,16.6,4,8,16,2006,Без ремонта,True,True,1.5,17.8,,3.8,1.8,0.3,4.0,2.6,3.3,6450000
PROP_002716,Екатеринбург,Спальный район,Элитное,80.0,54.4,16.2,4,2,5,1932,Косметический,True,True,,20.6,8.9,7.1,0.4,3.7,1.0,1.2,1.1,10790000
PROP_002717,Новосибирск,Деловой район,Вторичка,34.0,24.5,7.0,1,12,12,1995,Без ремонта,True,True,0.8,2.9,3.9,0.6,0.7,6.7,1.0,1.0,1.7,4990000
PROP_002718,Москва,Окраина,Вторичка,96.7,71.7,15.2,4,5,5,1981,Евроремонт,False,False,2.9,38.3,9.9,0.6,0.9,2.6,2.8,4.5,1.9,9360000
PROP_002719,Москва,Деловой район,Вторичка,36.5,27.8,13.4,2,7,9,1981,Без ремонта,True,False,3.1,4.3,4.8,1.1,4.3,6.1,4.8,1.8,3.8,7130000
PROP_002720,СПб,Спальный район,Вторичка,56.9,38.5,15.2,3,4,12,1982,Косметический,True,False,0.7,31.4,10.0,3.4,1.2,1.1,1.0,2.2,1.4,6140000
PROP_002721,Казань,Промышленный,Вторичка,52.3,38.7,8.8,2,9,16,1981,Без ремонта,False,True,,42.4,,1.6,1.0,2.7,1.0,5.2,2.2,1960000
PROP_002722,Казань,Окраина,Вторичка,25.0,19.5,7.7,1,4,5,2009,Косметический,False,False,,16.6,4.3,3.4,6.0,1.7,5.6,6.8,5.1,1000000
PROP_002723,Москва,Деловой район,Вторичка,192.7,138.2,10.1,5,4,12,1997,Без ремонта,True,True,2.0,6.2,10.0,1.1,6.2,11.2,1.8,4.8,4.6,50010000
PROP_002724,Москва,Промышленный,Элитное,80.0,54.7,15.6,3,8,8,2023,Евроремонт,True,True,0.5,50.0,3.1,5.0,2.8,3.6,1.0,1.5,4.5,21460000
PROP_002725,Москва,Промышленный,Новостройка,94.4,71.2,6.2,4,19,20,2021,Евроремонт,False,False,1.5,32.8,5.1,2.2,5.2,1.2,4.2,2.6,4.0,16400000
PROP_002726,Новосибирск,Деловой район,Новостройка,72.6,47.3,17.7,3,9,12,2023,Евроремонт,True,True,0.6,8.0,5.4,3.4,4.9,6.0,1.4,,1.6,16450000
PROP_002727,Москва,Деловой район,Новостройка,36.3,22.6,10.9,2,2,25,2021,Косметический,True,False,3.8,8.8,2.0,5.1,3.9,1.2,1.0,3.2,2.6,12090000
PROP_002728,СПб,Спальный район,Вторичка,32.3,22.3,9.8,1,1,5,1973,Косметический,True,True,1.1,20.5,7.6,4.9,1.9,0.4,1.3,4.4,2.0,4300000
PROP_002729,Москва,Центр,Вторичка,25.4,18.7,14.0,1,2,16,1999,Косметический,True,False,0.1,2.0,4.6,1.3,0.9,1.9,1.0,1.0,7.1,11070000
PROP_002730,Казань,Деловой район,Вторичка,53.9,36.4,8.2,2,4,5,1972,Евроремонт,True,True,,1.6,3.9,6.4,4.7,2.0,2.0,1.0,6.0,5960000
PROP_002731,Москва,Промышленный,Элитное,80.0,61.9,17.5,4,8,8,1931,Без ремонта,False,True,1.1,23.0,5.5,2.6,5.6,1.1,4.1,2.3,2.7,13900000
PROP_002732,Екатеринбург,Промышленный,Вторичка,60.8,36.9,18.0,3,7,9,1968,Без ремонта,True,False,,15.7,10.0,6.7,4.9,2.2,4.0,2.3,4.6,2490000
PROP_002733,СПб,Окраина,Вторичка,88.7,58.7,14.1,3,9,16,1979,Без ремонта,True,True,2.9,37.7,10.0,4.1,1.1,6.5,6.4,5.0,3.8,5100000
PROP_002734,СПб,Деловой район,Вторичка,26.9,19.8,16.3,1,4,12,1986,Косметический,True,False,2.0,1.5,7.0,2.6,3.1,2.9,5.5,2.1,1.1,4940000
PROP_002735,Москва,Деловой район,Вторичка,25.0,19.7,9.7,1,4,5,2010,Косметический,True,False,1.0,2.2,2.9,2.1,5.1,1.8,2.5,,3.6,7860000
PROP_002736,СПб,Промышленный,Новостройка,30.0,18.4,6.4,1,13,16,2024,Косметический,True,False,1.6,33.4,6.8,6.6,2.5,0.8,1.0,6.6,1.5,3620000
